Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,33614.74757759999,5,9
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,23158.10858694,4,9
LNG_S1_2023,2024,S1,D2,2716195,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,6000.0,3000.0,0.16645204497000002,23077.87951668,7,27
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,33614.74757759999,7,27
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,23158.10858694,13,27
LNG_S1_2023,2024,S1,D3,3336604,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,6000.0,3000.0,0.16645204497000002,23077.87951668,8,33
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,33614.74757759999,10,33
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,23158.10858694,15,33
LNG_S1_2023,2024,S1,D4,419981,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,6000.0,3000.0,0.16645204497000002,23077.87951668,2,5
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,23158.10858694,3,5
LNG_S2_2023,2024,S2,D1,1043209,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,7980.0,3990.0,0.16618251469,25698.86218108,3,10
Diesel_S2_2024,2024,S2,D1,1043209,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.223852,0.68243073016,5356.0,1071.2,0.27909867359999996,36011.659401599994,3,10
LNG_S2_2024,2024,S2,D1,1043209,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.165239,0.41081554941000004,6849.5,1369.9,0.16618251469,25834.746557140003,4,10
Diesel_S2_2023,2024,S2,D2,1391987,Diesel_S2_2023,Diesel,2023,0,106000,D4,B20,0.223852,0.68243073016,6240.0,3120.0,0.27909867359999996,35208.47242208,4,14
Diesel_S2_2024,2024,S2,D2,1391987,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.223852,0.68243073016,5356.0,1071.2,0.27909867359999996,36011.659401599994,5,14
LNG_S2_2024,2024,S2,D2,1391987,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.165239,0.41081554941000004,6849.5,1369.9,0.16618251469,25834.746557140003,5,14
Diesel_S2_2024,2024,S2,D3,807076,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.223852,0.68243073016,5356.0,1071.2,0.27909867359999996,36011.659401599994,4,8
LNG_S2_2024,2024,S2,D3,807076,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.165239,0.41081554941000004,6849.5,1369.9,0.16618251469,25834.746557140003,4,8
Diesel_S2_2024,2024,S2,D4,133712,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.223852,0.68243073016,5356.0,1071.2,0.27909867359999996,36011.659401599994,2,2
Diesel_S4_2024,2024,S4,D1,15200,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.219827,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996,41690.0758248,1,1
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.219827,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996,41690.0758248,4,7
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.167274,0.41587494606000003,9962.900000000001,1992.5800000000002,0.16822913454000002,31806.517875720005,3,7
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.219827,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996,41690.0758248,2,2
Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.219827,0.67016019566,7790.5,1558.1000000000001,0.27408030359999996,41690.0758248,1,1
BEV_S3_2023,2024,S3,D1,2239440,BEV_S3_2023,BEV,2023,0,73000,D1,Electricity,0.898003,0.0,18545.399999999998,9272.699999999999,0.165334026339,31118.109216229,4,31
LNG_S3_2023,2024,S3,D1,2239440,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,9068.16,4534.08,0.16576413933,21240.05175798,6,31
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.224082,0.68313190356,6086.35,1217.27,0.2793854376,27698.7569448,12,31
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.164823,0.40978129437,7783.5,1556.7,0.16576413933,21440.98217109,9,31
Diesel_S3_2023,2024,S3,D2,2453497,Diesel_S3_2023,Diesel,2023,0,73000,D4,B20,0.224082,0.68313190356,7090.86,3545.43,0.2793854376,27061.34362824,6,34
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.224082,0.68313190356,6086.35,1217.27,0.2793854376,27698.7569448,15,34
