Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,36763.98337632,6,10
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,22733.743860354,4,10
LNG_S1_2027,2028,S1,D4,469168,LNG_S1_2027,LNG,2027,0,102000,D4,LNG,0.161965,0.40267576335,6753.0,3376.5,0.159116197615,23078.22459912,2,5
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,22733.743860354,3,5
LNG_S2_2027,2028,S2,D1,1142178,LNG_S2_2027,LNG,2027,0,106000,D4,LNG,0.162463,0.40391388597,8981.52,4490.76,0.159605438293,25999.113742352,4,11
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,5,11
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,2,11
Diesel_S2_2027,2028,S2,D2,1546703,Diesel_S2_2027,Diesel,2027,0,106000,D4,B20,0.223852,0.68243073016,7023.12,3511.56,0.30360151352,38535.03018536,5,15
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,5,15
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,5,15
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,5,9
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,4,9
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,2,2
Diesel_S4_2028,2028,S4,D1,16863,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,45702.78290835999,1,1
Diesel_S4_2028,2028,S4,D2,851953,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,45702.78290835999,5,8
LNG_S4_2028,2028,S4,D2,851953,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.157769,0.39224371011,11213.300000000001,2242.66,0.154994001059,31745.252124961997,3,8
Diesel_S4_2028,2028,S4,D3,133929,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,45702.78290835999,2,2
Diesel_S4_2028,2028,S4,D4,2066,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,45702.78290835999,1,1
BEV_S3_2026,2028,S3,D1,2448472,BEV_S3_2026,BEV,2026,0,73000,D2,Electricity,0.898003,0.0,18550.420000000002,13250.300000000001,0.140404565056,27022.682120854,3,34
Diesel_S3_2026,2028,S3,D1,2448472,Diesel_S3_2026,Diesel,2026,0,73000,D4,B20,0.224082,0.68313190356,9039.800000000001,6457.0,0.30391345332,29019.997834680005,6,34
BEV_S3_2027,2028,S3,D1,2448472,BEV_S3_2027,BEV,2027,0,73000,D2,Electricity,0.859516,0.0,15105.359999999999,7552.679999999999,0.134387045632,25324.772311164,4,34
