Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
LNG_S1_2029,2030,S1,D1,1009798,LNG_S1_2029,LNG,2029,0,102000,D4,LNG,0.154735,0.38470060965,7164.3,3582.15,0.150242269275,22579.06909287,4,10
Diesel_S1_2030,2030,S1,D1,1009798,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.223016,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997,38450.0028456,4,10
LNG_S1_2030,2030,S1,D1,1009798,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.154735,0.38470060965,6149.35,1229.8700000000001,0.150242269275,22703.931466050002,2,10
Diesel_S1_2030,2030,S1,D4,496273,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.223016,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997,38450.0028456,3,5
LNG_S1_2030,2030,S1,D4,496273,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.154735,0.38470060965,6149.35,1229.8700000000001,0.150242269275,22703.931466050002,2,5
Diesel_S2_2030,2030,S2,D1,1231293,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,41239.2437396,6,12
LNG_S2_2030,2030,S2,D1,1231293,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,25846.27634643,6,12
LNG_S2_2029,2030,S2,D2,1624238,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,9528.48,4764.24,0.15124430515499998,25654.589835642,3,16
BEV_S2_2030,2030,S2,D2,1624238,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.85459,0.0,9497.35,1899.47,0.12313189096999999,24448.80044282,2,16
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,41239.2437396,11,16
Diesel_S2_2030,2030,S2,D3,931478,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,41239.2437396,6,9
LNG_S2_2030,2030,S2,D3,931478,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.155767,0.38726635773,8178.650000000001,1635.73,0.15124430515499998,25846.27634643,3,9
Diesel_S2_2030,2030,S2,D4,155565,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.223852,0.68243073016,6395.3,1279.06,0.3166498466,41239.2437396,2,2
Diesel_S4_2030,2030,S4,D1,18168,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,47855.6013763,1,1
Diesel_S4_2030,2030,S4,D2,919290,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,47855.6013763,4,8
LNG_S4_2030,2030,S4,D2,919290,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,31951.667515859997,4,8
LNG_S4_2030,2030,S4,D3,136344,LNG_S4_2030,LNG,2030,237924,118000,D4,LNG,0.154278,0.38356442082000003,11896.2,2379.2400000000002,0.14979853827,31951.667515859997,2,2
Diesel_S4_2030,2030,S4,D4,2114,Diesel_S4_2030,Diesel,2030,186046,118000,D4,B20,0.219827,0.67016019566,9302.300000000001,1860.46,0.31095628285,47855.6013763,1,1
LNG_S3_2028,2030,S3,D1,2518188,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,12264.560000000001,8760.4,0.15184727441999998,21728.002277164,3,35
BEV_S3_2029,2030,S3,D1,2518188,BEV_S3_2029,BEV,2029,0,73000,D3,Electricity,0.859516,0.0,13632.6,6816.3,0.12384164382799999,23050.072709456,4,35
LNG_S3_2029,2030,S3,D1,2518188,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,10827.84,5413.92,0.149475206925,21803.654047935,4,35
BEV_S3_2030,2030,S3,D1,2518188,BEV_S3_2030,BEV,2030,215849,73000,D3,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.12384164382799999,21991.379999443998,4,35
Diesel_S3_2030,2030,S3,D1,2518188,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,12,35
LNG_S3_2030,2030,S3,D1,2518188,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,22064.370105525,8,35
Diesel_S3_2029,2030,S3,D3,1216569,Diesel_S3_2029,Diesel,2029,0,73000,D4,B20,0.224082,0.68313190356,8466.9,4233.45,0.3169751931,31124.3464086,4,17
Diesel_S3_2030,2030,S3,D3,1216569,Diesel_S3_2030,Diesel,2030,145348,73000,D4,B20,0.224082,0.68313190356,7267.400000000001,1453.48,0.3169751931,31860.0690963,7,17
LNG_S3_2030,2030,S3,D3,1216569,LNG_S3_2030,LNG,2030,185878,73000,D4,LNG,0.153945,0.38273651955000004,9293.9,1858.78,0.149475206925,22064.370105525,6,17
LNG_S3_2029,2030,S3,D4,240767,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,10827.84,5413.92,0.149475206925,21803.654047935,2,4
