Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
Diesel_S1_2027,2027,S1,D1,923004,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,35949.61772496,7,10
LNG_S1_2027,2027,S1,D1,923004,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,3,10
Diesel_S1_2027,2027,S1,D4,467174,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,35949.61772496,3,5
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,2,5
LNG_S2_2026,2027,S2,D1,1114957,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,4,11
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,4,11
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,3,11
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,7,14
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,7,14
Diesel_S2_2027,2027,S2,D3,862851,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,5,9
