Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
Diesel_S1_2025,2025,S1,D1,877707,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.223016,0.6798821172799999,4508.8,901.76,0.28396850296,34375.347301919996,5,9
LNG_S1_2025,2025,S1,D1,877707,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.165507,0.41148184833,5304.5,1060.9,0.165479194824,23244.277872048,4,9
Diesel_S1_2025,2025,S1,D4,439767,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.223016,0.6798821172799999,4508.8,901.76,0.28396850296,34375.347301919996,3,5
LNG_S1_2025,2025,S1,D4,439767,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.165507,0.41148184833,5304.5,1060.9,0.165479194824,23244.277872048,2,5
LNG_S2_2024,2025,S2,D1,1082065,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,8219.4,4109.7,0.165211239848,25834.746557140003,4,11
LNG_S2_2025,2025,S2,D1,1082065,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.165239,0.41081554941000004,7054.950000000001,1410.99,0.165211239848,25978.331423888005,7,11
Diesel_S2_2024,2025,S2,D2,1410584,Diesel_S2_2024,Diesel,2024,0,106000,D4,B20,0.223852,0.68243073016,6427.2,3213.6,0.28503299012,36011.659401599994,4,14
LNG_S2_2024,2025,S2,D2,1410584,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,8219.4,4109.7,0.165211239848,25834.746557140003,4,14
Diesel_S2_2025,2025,S2,D2,1410584,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,36833.476952720004,3,14
LNG_S2_2025,2025,S2,D2,1410584,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.165239,0.41081554941000004,7054.950000000001,1410.99,0.165211239848,25978.331423888005,3,14
LNG_S2_2024,2025,S2,D3,821678,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,8219.4,4109.7,0.165211239848,25834.746557140003,4,8
Diesel_S2_2025,2025,S2,D3,821678,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,36833.476952720004,3,8
LNG_S2_2025,2025,S2,D3,821678,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.165239,0.41081554941000004,7054.950000000001,1410.99,0.165211239848,25978.331423888005,1,8
Diesel_S2_2025,2025,S2,D4,137231,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.223852,0.68243073016,5516.650000000001,1103.33,0.28503299012,36833.476952720004,2,2
Diesel_S4_2025,2025,S4,D1,15615,Diesel_S4_2025,Diesel,2025,160485,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.8500000000001,0.27990791737,42658.234249659996,1,1
Diesel_S4_2025,2025,S4,D2,791079,Diesel_S4_2025,Diesel,2025,160485,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.8500000000001,0.27990791737,42658.234249659996,4,7
LNG_S4_2025,2025,S4,D2,791079,LNG_S4_2025,LNG,2025,205235,118000,D4,LNG,0.167274,0.41587494606000003,10261.75,2052.35,0.16724589796800002,32049.115960224,3,7
LNG_S4_2025,2025,S4,D3,123252,LNG_S4_2025,LNG,2025,205235,118000,D4,LNG,0.167274,0.41587494606000003,10261.75,2052.35,0.16724589796800002,32049.115960224,2,2
Diesel_S4_2025,2025,S4,D4,1927,Diesel_S4_2025,Diesel,2025,160485,118000,D4,B20,0.219827,0.67016019566,8024.25,1604.8500000000001,0.27990791737,42658.234249659996,1,1
LNG_S3_2023,2025,S3,D1,2255136,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,10579.52,7556.8,0.164795309736,21240.05175798,4,31
LNG_S3_2024,2025,S3,D1,2255136,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,4,31
BEV_S3_2025,2025,S3,D1,2255136,BEV_S3_2025,BEV,2025,278954,73000,D1,Electricity,0.898003,0.0,13947.7,2789.54,0.15871484622600002,28323.423774498006,5,31
Diesel_S3_2025,2025,S3,D1,2255136,Diesel_S3_2025,Diesel,2025,125379,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,28351.52715366,7,31
LNG_S3_2025,2025,S3,D1,2255136,LNG_S3_2025,LNG,2025,160340,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,21650.457610728,11,31
Diesel_S3_2023,2025,S3,D2,2501227,Diesel_S3_2023,Diesel,2023,0,73000,D4,B20,0.224082,0.68313190356,8272.67,5909.05,0.28532585142,27061.34362824,6,35
LNG_S3_2024,2025,S3,D2,2501227,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,5,35
Diesel_S3_2025,2025,S3,D2,2501227,Diesel_S3_2025,Diesel,2025,125379,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,28351.52715366,10,35
LNG_S3_2025,2025,S3,D2,2501227,LNG_S3_2025,LNG,2025,160340,73000,D4,LNG,0.164823,0.40978129437,8017.0,1603.4,0.164795309736,21650.457610728,14,35
Diesel_S3_2024,2025,S3,D3,1053662,Diesel_S3_2024,Diesel,2024,0,73000,D4,B20,0.224082,0.68313190356,7303.62,3651.81,0.28532585142,27698.7569448,4,15
LNG_S3_2024,2025,S3,D3,1053662,LNG_S3_2024,LNG,2024,0,73000,D4,LNG,0.164823,0.40978129437,9340.199999999999,4670.099999999999,0.164795309736,21440.98217109,3,15
Diesel_S3_2025,2025,S3,D3,1053662,Diesel_S3_2025,Diesel,2025,125379,73000,D4,B20,0.224082,0.68313190356,6268.950000000001,1253.79,0.28532585142,28351.52715366,5,15
