Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,No_of_vehicles,Max Vehicles
LNG_S1_2035,2036,S1,D1,1143702,LNG_S1_2035,LNG,2035,0,102000,D4,LNG,0.154735,0.38470060965,8554.56,4277.28,0.145051838435,23436.7959021,4,12
Diesel_S1_2036,2036,S1,D1,1143702,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,43996.49216784,3,12
LNG_S1_2036,2036,S1,D1,1143702,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,23606.467520370003,5,12
BEV_S1_2034,2036,S1,D4,602557,BEV_S1_2034,BEV,2034,0,102000,D4,Electricity,0.868161,0.0,9141.230000000001,6529.450000000001,0.097891229877,18670.525803498,2,6
BEV_S1_2036,2036,S1,D4,602557,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,17820.245447454,2,6
LNG_S1_2036,2036,S1,D4,602557,LNG_S1_2036,LNG,2036,146853,102000,D4,LNG,0.154735,0.38470060965,7342.650000000001,1468.53,0.145051838435,23606.467520370003,2,6
BEV_S2_2035,2036,S2,D1,1388729,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.09636100463,22037.1149884,2,14
BEV_S2_2036,2036,S2,D1,1388729,BEV_S2_2036,BEV,2036,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.09636100463,21611.08649078,2,14
Diesel_S2_2036,2036,S2,D1,1388729,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,47244.476079440006,6,14
LNG_S2_2036,2036,S2,D1,1388729,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,27196.881232141997,4,14
LNG_S2_2035,2036,S2,D2,1982301,LNG_S2_2035,LNG,2035,0,106000,D4,LNG,0.155767,0.38726635773,11377.56,5688.78,0.146019256907,26946.56199486,4,19
Diesel_S2_2036,2036,S2,D2,1982301,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,47244.476079440006,8,19
LNG_S2_2036,2036,S2,D2,1982301,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,27196.881232141997,7,19
Diesel_S2_2036,2036,S2,D3,1103197,Diesel_S2_2036,Diesel,2036,152727,106000,D4,B20,0.223852,0.68243073016,7636.35,1527.27,0.35925335924,47244.476079440006,9,11
LNG_S2_2036,2036,S2,D3,1103197,LNG_S2_2036,LNG,2036,195314,106000,D4,LNG,0.155767,0.38726635773,9765.7,1953.14,0.146019256907,27196.881232141997,2,11
BEV_S2_2035,2036,S2,D4,180140,BEV_S2_2035,BEV,2035,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.09636100463,22037.1149884,2,2
Diesel_S4_2036,2036,S4,D1,22740,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,54958.60338382,1,1
LNG_S4_2035,2036,S4,D2,1134238,LNG_S4_2035,LNG,2035,0,118000,D4,LNG,0.154278,0.38356442082,16549.14,8274.57,0.14462343703799999,33714.99583572,3,10
BEV_S4_2036,2036,S4,D2,1134238,BEV_S4_2036,BEV,2036,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.09657050713599999,27972.539842047998,2,10
LNG_S4_2036,2036,S4,D2,1134238,LNG_S4_2036,LNG,2036,284094,118000,D4,LNG,0.154278,0.38356442082000003,14204.7,2840.94,0.14462343703799999,34111.205570484,5,10
BEV_S4_2035,2036,S4,D3,151090,BEV_S4_2035,BEV,2035,0,118000,D4,Electricity,0.856448,0.0,16577.22,8288.61,0.09657050713599999,28447.82908544,2,2
Diesel_S4_2036,2036,S4,D4,2412,Diesel_S4_2036,Diesel,2036,222149,118000,D4,B20,0.219827,0.67016019566,11107.45,2221.4900000000002,0.35279375748999997,54958.60338382,1,1
Diesel_S3_2033,2036,S3,D1,2983351,Diesel_S3_2033,Diesel,2033,0,73000,D4,B20,0.224082,0.68313190356,12706.08,11117.820000000002,0.35962247934,34176.301086060004,5,41
BEV_S3_2034,2036,S3,D1,2983351,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,15109.430000000002,10792.45,0.096916445612,20628.314831812,3,41
Diesel_S3_2035,2036,S3,D1,2983351,Diesel_S3_2035,Diesel,2035,0,73000,D4,B20,0.224082,0.68313190356,10109.94,5054.97,0.35962247934,35815.860679560006,7,41
BEV_S3_2036,2036,S3,D1,2983351,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,2,41
Diesel_S3_2036,2036,S3,D1,2983351,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,13,41
LNG_S3_2036,2036,S3,D1,2983351,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,11,41
BEV_S3_2035,2036,S3,D3,1377326,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.096916445612,20320.92870328,2,19
LNG_S3_2035,2036,S3,D3,1377326,LNG_S3_2035,LNG,2035,0,73000,D4,LNG,0.153945,0.38273651955,12929.039999999999,6464.5199999999995,0.144311275845,23525.673196050004,3,19
Diesel_S3_2036,2036,S3,D3,1377326,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,8,19
LNG_S3_2036,2036,S3,D3,1377326,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,6,19
Diesel_S3_2036,2036,S3,D4,280914,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,3,4
LNG_S3_2036,2036,S3,D4,280914,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,1,4
BEV_S3_2035,2036,S3,D2,3269872,BEV_S3_2035,BEV,2035,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.096916445612,20320.92870328,6,45
LNG_S3_2035,2036,S3,D2,3269872,LNG_S3_2035,LNG,2035,0,73000,D4,LNG,0.153945,0.38273651955,12929.039999999999,6464.5199999999995,0.144311275845,23525.673196050004,9,45
BEV_S3_2036,2036,S3,D2,3269872,BEV_S3_2036,BEV,2036,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.096916445612,20025.840529676,3,45
Diesel_S3_2036,2036,S3,D2,3269872,Diesel_S3_2036,Diesel,2036,173553,73000,D4,B20,0.224082,0.68313190356,8677.65,1735.53,0.35962247934,36665.620991820004,17,45
LNG_S3_2036,2036,S3,D2,3269872,LNG_S3_2036,LNG,2036,221948,73000,D4,LNG,0.153945,0.38273651955000004,11097.400000000001,2219.48,0.144311275845,23851.603136685,10,45
BEV_S1_2036,2036,S1,D2,3821393,BEV_S1_2036,BEV,2036,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.097891229877,17820.245447454,6,38
Diesel_S1_2036,2036,S1,D2,3821393,Diesel_S1_2036,Diesel,2036,124825,102000,D4,B20,0.223016,0.6798821172799999,6241.25,1248.25,0.35791168792,43996.49216784,19,38
