Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
BEV_S1_2030,2030,S1,D1,1009798,BEV_S1_2030,BEV,2030,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.12508724136299998
Diesel_S1_2030,2030,S1,D1,1009798,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997
Diesel_S1_2030,2030,S1,D1,1009798,Diesel_S1_2030,Diesel,2030,104539,102000,D4,HVO,0.108747953984,5226.950000000001,1045.39,0.37506830879999997
LNG_S1_2030,2030,S1,D1,1009798,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.38470060965,6149.35,1229.8700000000001,0.150242269275
LNG_S1_2030,2030,S1,D1,1009798,LNG_S1_2030,LNG,2030,122987,102000,D4,BioLNG,0.058423791259,6149.35,1229.8700000000001,0.16118920209999998
BEV_S1_2030,2030,S1,D2,3285854,BEV_S1_2030,BEV,2030,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.12508724136299998
Diesel_S1_2030,2030,S1,D2,3285854,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997
Diesel_S1_2030,2030,S1,D2,3285854,Diesel_S1_2030,Diesel,2030,104539,102000,D4,HVO,0.108747953984,5226.950000000001,1045.39,0.37506830879999997
LNG_S1_2030,2030,S1,D2,3285854,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.38470060965,6149.35,1229.8700000000001,0.150242269275
LNG_S1_2030,2030,S1,D2,3285854,LNG_S1_2030,LNG,2030,122987,102000,D4,BioLNG,0.058423791259,6149.35,1229.8700000000001,0.16118920209999998
BEV_S1_2030,2030,S1,D3,3959514,BEV_S1_2030,BEV,2030,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.12508724136299998
Diesel_S1_2030,2030,S1,D3,3959514,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997
Diesel_S1_2030,2030,S1,D3,3959514,Diesel_S1_2030,Diesel,2030,104539,102000,D4,HVO,0.108747953984,5226.950000000001,1045.39,0.37506830879999997
LNG_S1_2030,2030,S1,D3,3959514,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.38470060965,6149.35,1229.8700000000001,0.150242269275
LNG_S1_2030,2030,S1,D3,3959514,LNG_S1_2030,LNG,2030,122987,102000,D4,BioLNG,0.058423791259,6149.35,1229.8700000000001,0.16118920209999998
Diesel_S1_2030,2030,S1,D4,496273,Diesel_S1_2030,Diesel,2030,104539,102000,D4,B20,0.6798821172799999,5226.950000000001,1045.39,0.31546728279999997
Diesel_S1_2030,2030,S1,D4,496273,Diesel_S1_2030,Diesel,2030,104539,102000,D4,HVO,0.108747953984,5226.950000000001,1045.39,0.37506830879999997
LNG_S1_2030,2030,S1,D4,496273,LNG_S1_2030,LNG,2030,122987,102000,D4,LNG,0.38470060965,6149.35,1229.8700000000001,0.150242269275
LNG_S1_2030,2030,S1,D4,496273,LNG_S1_2030,LNG,2030,122987,102000,D4,BioLNG,0.058423791259,6149.35,1229.8700000000001,0.16118920209999998
BEV_S2_2030,2030,S2,D1,1231293,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.0,9497.35,1899.47,0.12313189096999999
Diesel_S2_2030,2030,S2,D1,1231293,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.68243073016,6395.3,1279.06,0.3166498466
Diesel_S2_2030,2030,S2,D1,1231293,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.109155607648,6395.3,1279.06,0.3764742936
LNG_S2_2030,2030,S2,D1,1231293,LNG_S2_2030,LNG,2030,163573,106000,D4,LNG,0.38726635773,8178.650000000001,1635.73,0.15124430515499998
LNG_S2_2030,2030,S2,D1,1231293,LNG_S2_2030,LNG,2030,163573,106000,D4,BioLNG,0.05867280412100001,8178.650000000001,1635.73,0.1618762199
BEV_S2_2030,2030,S2,D2,1624238,BEV_S2_2030,BEV,2030,189947,106000,D3,Electricity,0.0,9497.35,1899.47,0.12313189096999999
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,B20,0.68243073016,6395.3,1279.06,0.3166498466
Diesel_S2_2030,2030,S2,D2,1624238,Diesel_S2_2030,Diesel,2030,127906,106000,D4,HVO,0.109155607648,6395.3,1279.06,0.3764742936
