,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs
0,BEV_S1_2023,2026,S1,D1,884095,BEV_S1_2023,BEV,187000,102000,D1,2026,Electricity,0.0,14960.0,13090.000000000002,15454.941431076
1,BEV_S1_2024,2026,S1,D1,884095,BEV_S1_2024,BEV,177650,102000,D1,2026,Electricity,0.0,12435.500000000002,8882.5,15454.941431076
2,BEV_S1_2025,2026,S1,D1,884095,BEV_S1_2025,BEV,168767,102000,D1,2026,Electricity,0.0,10126.02,5063.01,15454.941431076
3,BEV_S1_2026,2026,S1,D1,884095,BEV_S1_2026,BEV,160329,102000,D2,2026,Electricity,0.0,8016.450000000001,1603.29,15454.941431076
4,Diesel_S1_2023,2026,S1,D1,884095,Diesel_S1_2023,Diesel,85000,102000,D4,2026,B20,69347.97596256,6800.0,5950.000000000001,29580.565700159998
5,Diesel_S1_2023,2026,S1,D1,884095,Diesel_S1_2023,Diesel,85000,102000,D4,2026,HVO,11092.291306368,6800.0,5950.000000000001,39951.43860528
6,Diesel_S1_2024,2026,S1,D1,884095,Diesel_S1_2024,Diesel,87550,102000,D4,2026,B20,69347.97596256,6128.500000000001,4377.5,29580.565700159998
7,Diesel_S1_2024,2026,S1,D1,884095,Diesel_S1_2024,Diesel,87550,102000,D4,2026,HVO,11092.291306368,6128.500000000001,4377.5,39951.43860528
8,Diesel_S1_2025,2026,S1,D1,884095,Diesel_S1_2025,Diesel,90176,102000,D4,2026,B20,69347.97596256,5410.5599999999995,2705.2799999999997,29580.565700159998
9,Diesel_S1_2025,2026,S1,D1,884095,Diesel_S1_2025,Diesel,90176,102000,D4,2026,HVO,11092.291306368,5410.5599999999995,2705.2799999999997,39951.43860528
10,Diesel_S1_2026,2026,S1,D1,884095,Diesel_S1_2026,Diesel,92881,102000,D4,2026,B20,69347.97596256,4644.05,928.8100000000001,29580.565700159998
11,Diesel_S1_2026,2026,S1,D1,884095,Diesel_S1_2026,Diesel,92881,102000,D4,2026,HVO,11092.291306368,4644.05,928.8100000000001,39951.43860528
12,LNG_S1_2023,2026,S1,D1,884095,LNG_S1_2023,LNG,100000,102000,D4,2026,LNG,41971.14852966,8000.0,7000.000000000001,16780.271780574
13,LNG_S1_2023,2026,S1,D1,884095,LNG_S1_2023,LNG,100000,102000,D4,2026,BioLNG,6375.2658937020005,8000.0,7000.000000000001,18006.24857148
14,LNG_S1_2024,2026,S1,D1,884095,LNG_S1_2024,LNG,103000,102000,D4,2026,LNG,41971.14852966,7210.000000000001,5150.0,16780.271780574
15,LNG_S1_2024,2026,S1,D1,884095,LNG_S1_2024,LNG,103000,102000,D4,2026,BioLNG,6375.2658937020005,7210.000000000001,5150.0,18006.24857148
16,LNG_S1_2025,2026,S1,D1,884095,LNG_S1_2025,LNG,106090,102000,D4,2026,LNG,41971.14852966,6365.4,3182.7,16780.271780574
17,LNG_S1_2025,2026,S1,D1,884095,LNG_S1_2025,LNG,106090,102000,D4,2026,BioLNG,6375.2658937020005,6365.4,3182.7,18006.24857148
18,LNG_S1_2026,2026,S1,D1,884095,LNG_S1_2026,LNG,109272,102000,D4,2026,LNG,41761.68204978,5463.6,1092.72,16696.526050842
19,LNG_S1_2026,2026,S1,D1,884095,LNG_S1_2026,LNG,109272,102000,D4,2026,BioLNG,6299.646969600001,5463.6,1092.72,17792.671104
20,BEV_S1_2026,2026,S1,D2,2909150,BEV_S1_2026,BEV,160329,102000,D2,2026,Electricity,0.0,8016.450000000001,1603.29,15454.941431076
21,Diesel_S1_2023,2026,S1,D2,2909150,Diesel_S1_2023,Diesel,85000,102000,D4,2026,B20,69347.97596256,6800.0,5950.000000000001,29580.565700159998
22,Diesel_S1_2023,2026,S1,D2,2909150,Diesel_S1_2023,Diesel,85000,102000,D4,2026,HVO,11092.291306368,6800.0,5950.000000000001,39951.43860528
23,Diesel_S1_2024,2026,S1,D2,2909150,Diesel_S1_2024,Diesel,87550,102000,D4,2026,B20,69347.97596256,6128.500000000001,4377.5,29580.565700159998
24,Diesel_S1_2024,2026,S1,D2,2909150,Diesel_S1_2024,Diesel,87550,102000,D4,2026,HVO,11092.291306368,6128.500000000001,4377.5,39951.43860528
25,Diesel_S1_2025,2026,S1,D2,2909150,Diesel_S1_2025,Diesel,90176,102000,D4,2026,B20,69347.97596256,5410.5599999999995,2705.2799999999997,29580.565700159998
26,Diesel_S1_2025,2026,S1,D2,2909150,Diesel_S1_2025,Diesel,90176,102000,D4,2026,HVO,11092.291306368,5410.5599999999995,2705.2799999999997,39951.43860528
27,Diesel_S1_2026,2026,S1,D2,2909150,Diesel_S1_2026,Diesel,92881,102000,D4,2026,B20,69347.97596256,4644.05,928.8100000000001,29580.565700159998
28,Diesel_S1_2026,2026,S1,D2,2909150,Diesel_S1_2026,Diesel,92881,102000,D4,2026,HVO,11092.291306368,4644.05,928.8100000000001,39951.43860528
29,LNG_S1_2023,2026,S1,D2,2909150,LNG_S1_2023,LNG,100000,102000,D4,2026,LNG,41971.14852966,8000.0,7000.000000000001,16780.271780574
30,LNG_S1_2023,2026,S1,D2,2909150,LNG_S1_2023,LNG,100000,102000,D4,2026,BioLNG,6375.2658937020005,8000.0,7000.000000000001,18006.24857148
31,LNG_S1_2024,2026,S1,D2,2909150,LNG_S1_2024,LNG,103000,102000,D4,2026,LNG,41971.14852966,7210.000000000001,5150.0,16780.271780574
32,LNG_S1_2024,2026,S1,D2,2909150,LNG_S1_2024,LNG,103000,102000,D4,2026,BioLNG,6375.2658937020005,7210.000000000001,5150.0,18006.24857148
33,LNG_S1_2025,2026,S1,D2,2909150,LNG_S1_2025,LNG,106090,102000,D4,2026,LNG,41971.14852966,6365.4,3182.7,16780.271780574
34,LNG_S1_2025,2026,S1,D2,2909150,LNG_S1_2025,LNG,106090,102000,D4,2026,BioLNG,6375.2658937020005,6365.4,3182.7,18006.24857148
35,LNG_S1_2026,2026,S1,D2,2909150,LNG_S1_2026,LNG,109272,102000,D4,2026,LNG,41761.68204978,5463.6,1092.72,16696.526050842
36,LNG_S1_2026,2026,S1,D2,2909150,LNG_S1_2026,LNG,109272,102000,D4,2026,BioLNG,6299.646969600001,5463.6,1092.72,17792.671104
37,Diesel_S1_2023,2026,S1,D3,3537030,Diesel_S1_2023,Diesel,85000,102000,D4,2026,B20,69347.97596256,6800.0,5950.000000000001,29580.565700159998
38,Diesel_S1_2023,2026,S1,D3,3537030,Diesel_S1_2023,Diesel,85000,102000,D4,2026,HVO,11092.291306368,6800.0,5950.000000000001,39951.43860528
