Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
BEV_S1_2034,2034,S1,D1,1080198,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799
Diesel_S1_2034,2034,S1,D1,1080198,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.6798821172799999,5882.950000000001,1176.59,0.34316363984
Diesel_S1_2034,2034,S1,D1,1080198,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.108747953984,5882.950000000001,1176.59,0.35916057752
LNG_S1_2034,2034,S1,D1,1080198,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.38470060965,6921.150000000001,1384.23,0.146761660185
LNG_S1_2034,2034,S1,D1,1080198,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.058423791259,6921.150000000001,1384.23,0.15745472571
BEV_S1_2034,2034,S1,D2,3606840,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799
Diesel_S1_2034,2034,S1,D2,3606840,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.6798821172799999,5882.950000000001,1176.59,0.34316363984
Diesel_S1_2034,2034,S1,D2,3606840,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.108747953984,5882.950000000001,1176.59,0.35916057752
LNG_S1_2034,2034,S1,D2,3606840,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.38470060965,6921.150000000001,1384.23,0.146761660185
LNG_S1_2034,2034,S1,D2,3606840,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.058423791259,6921.150000000001,1384.23,0.15745472571
BEV_S1_2034,2034,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799
Diesel_S1_2034,2034,S1,D3,4474763,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.6798821172799999,5882.950000000001,1176.59,0.34316363984
Diesel_S1_2034,2034,S1,D3,4474763,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.108747953984,5882.950000000001,1176.59,0.35916057752
LNG_S1_2034,2034,S1,D3,4474763,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.38470060965,6921.150000000001,1384.23,0.146761660185
LNG_S1_2034,2034,S1,D3,4474763,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.058423791259,6921.150000000001,1384.23,0.15745472571
BEV_S1_2034,2034,S1,D4,575445,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.106227311799
Diesel_S1_2034,2034,S1,D4,575445,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.6798821172799999,5882.950000000001,1176.59,0.34316363984
Diesel_S1_2034,2034,S1,D4,575445,Diesel_S1_2034,Diesel,2034,117659,102000,D4,HVO,0.108747953984,5882.950000000001,1176.59,0.35916057752
LNG_S1_2034,2034,S1,D4,575445,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.38470060965,6921.150000000001,1384.23,0.146761660185
LNG_S1_2034,2034,S1,D4,575445,LNG_S1_2034,LNG,2034,138423,102000,D4,BioLNG,0.058423791259,6921.150000000001,1384.23,0.15745472571
BEV_S2_2034,2034,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.10456677781
Diesel_S2_2034,2034,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,B20,0.68243073016,7198.0,1439.6000000000001,0.34445002648
Diesel_S2_2034,2034,S2,D1,1344795,Diesel_S2_2034,Diesel,2034,143960,106000,D4,HVO,0.109155607648,7198.0,1439.6000000000001,0.36050693044
