,Allocation,Year,Size,Distance_x,Demand (km),ID,Vehicle,Cost ($),Yearly range (km),Distance_y,Operating Year,Fuel,carbon_emissions,insurance_cost,maintenance_cost,fuel_costs
0,BEV_S1_2023,2035,S1,D1,1106719,BEV_S1_2023,BEV,187000,102000,D1,2035,Electricity,0.0,,,10699.47673956
1,BEV_S1_2024,2035,S1,D1,1106719,BEV_S1_2024,BEV,177650,102000,D1,2035,Electricity,0.0,,,10699.47673956
2,BEV_S1_2025,2035,S1,D1,1106719,BEV_S1_2025,BEV,168767,102000,D1,2035,Electricity,0.0,,,10699.47673956
3,BEV_S1_2026,2035,S1,D1,1106719,BEV_S1_2026,BEV,160329,102000,D2,2035,Electricity,0.0,22446.06,30462.510000000002,10699.47673956
4,BEV_S1_2027,2035,S1,D1,1106719,BEV_S1_2027,BEV,152312,102000,D2,2035,Electricity,0.0,19800.56,25893.04,10401.367488119999
5,BEV_S1_2028,2035,S1,D1,1106719,BEV_S1_2028,BEV,144697,102000,D2,2035,Electricity,0.0,17363.64,21704.55,10401.367488119999
6,BEV_S1_2029,2035,S1,D1,1106719,BEV_S1_2029,BEV,137462,102000,D3,2035,Electricity,0.0,15120.82,17870.06,10401.367488119999
7,BEV_S1_2030,2035,S1,D1,1106719,BEV_S1_2030,BEV,130589,102000,D3,2035,Electricity,0.0,13058.900000000001,14364.79,10401.367488119999
8,BEV_S1_2031,2035,S1,D1,1106719,BEV_S1_2031,BEV,130589,102000,D3,2035,Electricity,0.0,11753.01,11753.01,10401.367488119999
9,BEV_S1_2032,2035,S1,D1,1106719,BEV_S1_2032,BEV,130589,102000,D4,2035,Electricity,0.0,10447.12,9141.230000000001,10401.367488119999
10,BEV_S1_2033,2035,S1,D1,1106719,BEV_S1_2033,BEV,130589,102000,D4,2035,Electricity,0.0,9141.230000000001,6529.450000000001,10401.367488119999
11,BEV_S1_2034,2035,S1,D1,1106719,BEV_S1_2034,BEV,130589,102000,D4,2035,Electricity,0.0,7835.34,3917.67,10401.367488119999
12,BEV_S1_2035,2035,S1,D1,1106719,BEV_S1_2035,BEV,130589,102000,D4,2035,Electricity,0.0,6529.450000000001,1305.89,10401.367488119999
13,Diesel_S1_2023,2035,S1,D1,1106719,Diesel_S1_2023,Diesel,85000,102000,D4,2035,B20,69347.97596256,,,35746.99378272
14,Diesel_S1_2023,2035,S1,D1,1106719,Diesel_S1_2023,Diesel,85000,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
15,Diesel_S1_2024,2035,S1,D1,1106719,Diesel_S1_2024,Diesel,87550,102000,D4,2035,B20,69347.97596256,,,35746.99378272
16,Diesel_S1_2024,2035,S1,D1,1106719,Diesel_S1_2024,Diesel,87550,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
17,Diesel_S1_2025,2035,S1,D1,1106719,Diesel_S1_2025,Diesel,90176,102000,D4,2035,B20,69347.97596256,,,35746.99378272
18,Diesel_S1_2025,2035,S1,D1,1106719,Diesel_S1_2025,Diesel,90176,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
19,Diesel_S1_2026,2035,S1,D1,1106719,Diesel_S1_2026,Diesel,92881,102000,D4,2035,B20,69347.97596256,13003.340000000002,17647.39,35746.99378272
20,Diesel_S1_2026,2035,S1,D1,1106719,Diesel_S1_2026,Diesel,92881,102000,D4,2035,HVO,11092.291306368,13003.340000000002,17647.39,36239.707491839996
21,Diesel_S1_2027,2035,S1,D1,1106719,Diesel_S1_2027,Diesel,95668,102000,D4,2035,B20,69347.97596256,12436.84,16263.560000000001,35746.99378272
22,Diesel_S1_2027,2035,S1,D1,1106719,Diesel_S1_2027,Diesel,95668,102000,D4,2035,HVO,11092.291306368,12436.84,16263.560000000001,36239.707491839996
23,Diesel_S1_2028,2035,S1,D1,1106719,Diesel_S1_2028,Diesel,98538,102000,D4,2035,B20,69347.97596256,11824.56,14780.699999999999,35746.99378272
24,Diesel_S1_2028,2035,S1,D1,1106719,Diesel_S1_2028,Diesel,98538,102000,D4,2035,HVO,11092.291306368,11824.56,14780.699999999999,36239.707491839996
25,Diesel_S1_2029,2035,S1,D1,1106719,Diesel_S1_2029,Diesel,101494,102000,D4,2035,B20,69347.97596256,11164.34,13194.220000000001,35746.99378272
26,Diesel_S1_2029,2035,S1,D1,1106719,Diesel_S1_2029,Diesel,101494,102000,D4,2035,HVO,11092.291306368,11164.34,13194.220000000001,36239.707491839996
27,Diesel_S1_2030,2035,S1,D1,1106719,Diesel_S1_2030,Diesel,104539,102000,D4,2035,B20,69347.97596256,10453.900000000001,11499.29,35746.99378272
28,Diesel_S1_2030,2035,S1,D1,1106719,Diesel_S1_2030,Diesel,104539,102000,D4,2035,HVO,11092.291306368,10453.900000000001,11499.29,36239.707491839996
29,Diesel_S1_2031,2035,S1,D1,1106719,Diesel_S1_2031,Diesel,107675,102000,D4,2035,B20,69347.97596256,9690.75,9690.75,35746.99378272
30,Diesel_S1_2031,2035,S1,D1,1106719,Diesel_S1_2031,Diesel,107675,102000,D4,2035,HVO,11092.291306368,9690.75,9690.75,36239.707491839996
31,Diesel_S1_2032,2035,S1,D1,1106719,Diesel_S1_2032,Diesel,110905,102000,D4,2035,B20,69347.97596256,8872.4,7763.35,35746.99378272
32,Diesel_S1_2032,2035,S1,D1,1106719,Diesel_S1_2032,Diesel,110905,102000,D4,2035,HVO,11092.291306368,8872.4,7763.35,36239.707491839996
33,Diesel_S1_2033,2035,S1,D1,1106719,Diesel_S1_2033,Diesel,114232,102000,D4,2035,B20,69347.97596256,7996.240000000001,5711.6,35746.99378272
34,Diesel_S1_2033,2035,S1,D1,1106719,Diesel_S1_2033,Diesel,114232,102000,D4,2035,HVO,11092.291306368,7996.240000000001,5711.6,36239.707491839996
35,Diesel_S1_2034,2035,S1,D1,1106719,Diesel_S1_2034,Diesel,117659,102000,D4,2035,B20,69347.97596256,7059.54,3529.77,35746.99378272
36,Diesel_S1_2034,2035,S1,D1,1106719,Diesel_S1_2034,Diesel,117659,102000,D4,2035,HVO,11092.291306368,7059.54,3529.77,36239.707491839996
37,Diesel_S1_2035,2035,S1,D1,1106719,Diesel_S1_2035,Diesel,121189,102000,D4,2035,B20,69347.97596256,6059.450000000001,1211.89,35746.99378272
38,Diesel_S1_2035,2035,S1,D1,1106719,Diesel_S1_2035,Diesel,121189,102000,D4,2035,HVO,11092.291306368,6059.450000000001,1211.89,36239.707491839996
39,LNG_S1_2023,2035,S1,D1,1106719,LNG_S1_2023,LNG,100000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
40,LNG_S1_2023,2035,S1,D1,1106719,LNG_S1_2023,LNG,100000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
41,LNG_S1_2024,2035,S1,D1,1106719,LNG_S1_2024,LNG,103000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
42,LNG_S1_2024,2035,S1,D1,1106719,LNG_S1_2024,LNG,103000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
43,LNG_S1_2025,2035,S1,D1,1106719,LNG_S1_2025,LNG,106090,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
44,LNG_S1_2025,2035,S1,D1,1106719,LNG_S1_2025,LNG,106090,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
45,LNG_S1_2026,2035,S1,D1,1106719,LNG_S1_2026,LNG,109272,102000,D4,2035,LNG,41761.68204978,15298.080000000002,20761.68,15838.83084366
46,LNG_S1_2026,2035,S1,D1,1106719,LNG_S1_2026,LNG,109272,102000,D4,2035,BioLNG,6299.646969600001,15298.080000000002,20761.68,16878.61728
47,LNG_S1_2027,2035,S1,D1,1106719,LNG_S1_2027,LNG,112550,102000,D4,2035,LNG,41072.9278617,14631.5,19133.5,15577.609059900002
48,LNG_S1_2027,2035,S1,D1,1106719,LNG_S1_2027,LNG,112550,102000,D4,2035,BioLNG,6155.550265326001,14631.5,19133.5,16492.5395943
49,LNG_S1_2028,2035,S1,D1,1106719,LNG_S1_2028,LNG,115927,102000,D4,2035,LNG,39929.73792066,13911.24,17389.05,15144.034759020002
50,LNG_S1_2028,2035,S1,D1,1106719,LNG_S1_2028,LNG,115927,102000,D4,2035,BioLNG,6011.68516572,13911.24,17389.05,16107.082445999999
51,LNG_S1_2029,2035,S1,D1,1106719,LNG_S1_2029,LNG,119405,102000,D4,2035,LNG,39239.462184300006,13134.55,15522.65,14882.235902100001
52,LNG_S1_2029,2035,S1,D1,1106719,LNG_S1_2029,LNG,119405,102000,D4,2035,BioLNG,5959.226708418,13134.55,15522.65,15966.530724899998
53,LNG_S1_2030,2035,S1,D1,1106719,LNG_S1_2030,LNG,122987,102000,D4,2035,LNG,39239.462184300006,12298.7,13528.57,14882.235902100001
54,LNG_S1_2030,2035,S1,D1,1106719,LNG_S1_2030,LNG,122987,102000,D4,2035,BioLNG,5959.226708418,12298.7,13528.57,15966.530724899998
55,LNG_S1_2031,2035,S1,D1,1106719,LNG_S1_2031,LNG,126677,102000,D4,2035,LNG,39239.462184300006,11400.93,11400.93,14882.235902100001
56,LNG_S1_2031,2035,S1,D1,1106719,LNG_S1_2031,LNG,126677,102000,D4,2035,BioLNG,5959.226708418,11400.93,11400.93,15966.530724899998
57,LNG_S1_2032,2035,S1,D1,1106719,LNG_S1_2032,LNG,130477,102000,D4,2035,LNG,39239.462184300006,10438.16,9133.390000000001,14882.235902100001
58,LNG_S1_2032,2035,S1,D1,1106719,LNG_S1_2032,LNG,130477,102000,D4,2035,BioLNG,5959.226708418,10438.16,9133.390000000001,15966.530724899998
59,LNG_S1_2033,2035,S1,D1,1106719,LNG_S1_2033,LNG,134391,102000,D4,2035,LNG,39239.462184300006,9407.37,6719.55,14882.235902100001
60,LNG_S1_2033,2035,S1,D1,1106719,LNG_S1_2033,LNG,134391,102000,D4,2035,BioLNG,5959.226708418,9407.37,6719.55,15966.530724899998
61,LNG_S1_2034,2035,S1,D1,1106719,LNG_S1_2034,LNG,138423,102000,D4,2035,LNG,39239.462184300006,8305.38,4152.69,14882.235902100001
62,LNG_S1_2034,2035,S1,D1,1106719,LNG_S1_2034,LNG,138423,102000,D4,2035,BioLNG,5959.226708418,8305.38,4152.69,15966.530724899998
63,LNG_S1_2035,2035,S1,D1,1106719,LNG_S1_2035,LNG,142576,102000,D4,2035,LNG,39239.462184300006,7128.8,1425.76,14882.235902100001
64,LNG_S1_2035,2035,S1,D1,1106719,LNG_S1_2035,LNG,142576,102000,D4,2035,BioLNG,5959.226708418,7128.8,1425.76,15966.530724899998
65,BEV_S1_2026,2035,S1,D2,3746146,BEV_S1_2026,BEV,160329,102000,D2,2035,Electricity,0.0,22446.06,30462.510000000002,10699.47673956
66,BEV_S1_2027,2035,S1,D2,3746146,BEV_S1_2027,BEV,152312,102000,D2,2035,Electricity,0.0,19800.56,25893.04,10401.367488119999
67,BEV_S1_2028,2035,S1,D2,3746146,BEV_S1_2028,BEV,144697,102000,D2,2035,Electricity,0.0,17363.64,21704.55,10401.367488119999
68,BEV_S1_2029,2035,S1,D2,3746146,BEV_S1_2029,BEV,137462,102000,D3,2035,Electricity,0.0,15120.82,17870.06,10401.367488119999
69,BEV_S1_2030,2035,S1,D2,3746146,BEV_S1_2030,BEV,130589,102000,D3,2035,Electricity,0.0,13058.900000000001,14364.79,10401.367488119999
70,BEV_S1_2031,2035,S1,D2,3746146,BEV_S1_2031,BEV,130589,102000,D3,2035,Electricity,0.0,11753.01,11753.01,10401.367488119999
71,BEV_S1_2032,2035,S1,D2,3746146,BEV_S1_2032,BEV,130589,102000,D4,2035,Electricity,0.0,10447.12,9141.230000000001,10401.367488119999
72,BEV_S1_2033,2035,S1,D2,3746146,BEV_S1_2033,BEV,130589,102000,D4,2035,Electricity,0.0,9141.230000000001,6529.450000000001,10401.367488119999
73,BEV_S1_2034,2035,S1,D2,3746146,BEV_S1_2034,BEV,130589,102000,D4,2035,Electricity,0.0,7835.34,3917.67,10401.367488119999
74,BEV_S1_2035,2035,S1,D2,3746146,BEV_S1_2035,BEV,130589,102000,D4,2035,Electricity,0.0,6529.450000000001,1305.89,10401.367488119999
75,Diesel_S1_2023,2035,S1,D2,3746146,Diesel_S1_2023,Diesel,85000,102000,D4,2035,B20,69347.97596256,,,35746.99378272
76,Diesel_S1_2023,2035,S1,D2,3746146,Diesel_S1_2023,Diesel,85000,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
77,Diesel_S1_2024,2035,S1,D2,3746146,Diesel_S1_2024,Diesel,87550,102000,D4,2035,B20,69347.97596256,,,35746.99378272
78,Diesel_S1_2024,2035,S1,D2,3746146,Diesel_S1_2024,Diesel,87550,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
79,Diesel_S1_2025,2035,S1,D2,3746146,Diesel_S1_2025,Diesel,90176,102000,D4,2035,B20,69347.97596256,,,35746.99378272
80,Diesel_S1_2025,2035,S1,D2,3746146,Diesel_S1_2025,Diesel,90176,102000,D4,2035,HVO,11092.291306368,,,36239.707491839996
81,Diesel_S1_2026,2035,S1,D2,3746146,Diesel_S1_2026,Diesel,92881,102000,D4,2035,B20,69347.97596256,13003.340000000002,17647.39,35746.99378272
82,Diesel_S1_2026,2035,S1,D2,3746146,Diesel_S1_2026,Diesel,92881,102000,D4,2035,HVO,11092.291306368,13003.340000000002,17647.39,36239.707491839996
83,Diesel_S1_2027,2035,S1,D2,3746146,Diesel_S1_2027,Diesel,95668,102000,D4,2035,B20,69347.97596256,12436.84,16263.560000000001,35746.99378272
84,Diesel_S1_2027,2035,S1,D2,3746146,Diesel_S1_2027,Diesel,95668,102000,D4,2035,HVO,11092.291306368,12436.84,16263.560000000001,36239.707491839996
85,Diesel_S1_2028,2035,S1,D2,3746146,Diesel_S1_2028,Diesel,98538,102000,D4,2035,B20,69347.97596256,11824.56,14780.699999999999,35746.99378272
86,Diesel_S1_2028,2035,S1,D2,3746146,Diesel_S1_2028,Diesel,98538,102000,D4,2035,HVO,11092.291306368,11824.56,14780.699999999999,36239.707491839996
87,Diesel_S1_2029,2035,S1,D2,3746146,Diesel_S1_2029,Diesel,101494,102000,D4,2035,B20,69347.97596256,11164.34,13194.220000000001,35746.99378272
88,Diesel_S1_2029,2035,S1,D2,3746146,Diesel_S1_2029,Diesel,101494,102000,D4,2035,HVO,11092.291306368,11164.34,13194.220000000001,36239.707491839996
89,Diesel_S1_2030,2035,S1,D2,3746146,Diesel_S1_2030,Diesel,104539,102000,D4,2035,B20,69347.97596256,10453.900000000001,11499.29,35746.99378272
90,Diesel_S1_2030,2035,S1,D2,3746146,Diesel_S1_2030,Diesel,104539,102000,D4,2035,HVO,11092.291306368,10453.900000000001,11499.29,36239.707491839996
91,Diesel_S1_2031,2035,S1,D2,3746146,Diesel_S1_2031,Diesel,107675,102000,D4,2035,B20,69347.97596256,9690.75,9690.75,35746.99378272
92,Diesel_S1_2031,2035,S1,D2,3746146,Diesel_S1_2031,Diesel,107675,102000,D4,2035,HVO,11092.291306368,9690.75,9690.75,36239.707491839996
93,Diesel_S1_2032,2035,S1,D2,3746146,Diesel_S1_2032,Diesel,110905,102000,D4,2035,B20,69347.97596256,8872.4,7763.35,35746.99378272
94,Diesel_S1_2032,2035,S1,D2,3746146,Diesel_S1_2032,Diesel,110905,102000,D4,2035,HVO,11092.291306368,8872.4,7763.35,36239.707491839996
95,Diesel_S1_2033,2035,S1,D2,3746146,Diesel_S1_2033,Diesel,114232,102000,D4,2035,B20,69347.97596256,7996.240000000001,5711.6,35746.99378272
96,Diesel_S1_2033,2035,S1,D2,3746146,Diesel_S1_2033,Diesel,114232,102000,D4,2035,HVO,11092.291306368,7996.240000000001,5711.6,36239.707491839996
97,Diesel_S1_2034,2035,S1,D2,3746146,Diesel_S1_2034,Diesel,117659,102000,D4,2035,B20,69347.97596256,7059.54,3529.77,35746.99378272
98,Diesel_S1_2034,2035,S1,D2,3746146,Diesel_S1_2034,Diesel,117659,102000,D4,2035,HVO,11092.291306368,7059.54,3529.77,36239.707491839996
99,Diesel_S1_2035,2035,S1,D2,3746146,Diesel_S1_2035,Diesel,121189,102000,D4,2035,B20,69347.97596256,6059.450000000001,1211.89,35746.99378272
100,Diesel_S1_2035,2035,S1,D2,3746146,Diesel_S1_2035,Diesel,121189,102000,D4,2035,HVO,11092.291306368,6059.450000000001,1211.89,36239.707491839996
101,LNG_S1_2023,2035,S1,D2,3746146,LNG_S1_2023,LNG,100000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
102,LNG_S1_2023,2035,S1,D2,3746146,LNG_S1_2023,LNG,100000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
103,LNG_S1_2024,2035,S1,D2,3746146,LNG_S1_2024,LNG,103000,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
104,LNG_S1_2024,2035,S1,D2,3746146,LNG_S1_2024,LNG,103000,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
105,LNG_S1_2025,2035,S1,D2,3746146,LNG_S1_2025,LNG,106090,102000,D4,2035,LNG,41971.14852966,,,15918.274582020002
106,LNG_S1_2025,2035,S1,D2,3746146,LNG_S1_2025,LNG,106090,102000,D4,2035,BioLNG,6375.2658937020005,,,17081.2227411
107,LNG_S1_2026,2035,S1,D2,3746146,LNG_S1_2026,LNG,109272,102000,D4,2035,LNG,41761.68204978,15298.080000000002,20761.68,15838.83084366
108,LNG_S1_2026,2035,S1,D2,3746146,LNG_S1_2026,LNG,109272,102000,D4,2035,BioLNG,6299.646969600001,15298.080000000002,20761.68,16878.61728
109,LNG_S1_2027,2035,S1,D2,3746146,LNG_S1_2027,LNG,112550,102000,D4,2035,LNG,41072.9278617,14631.5,19133.5,15577.609059900002
110,LNG_S1_2027,2035,S1,D2,3746146,LNG_S1_2027,LNG,112550,102000,D4,2035,BioLNG,6155.550265326001,14631.5,19133.5,16492.5395943
111,LNG_S1_2028,2035,S1,D2,3746146,LNG_S1_2028,LNG,115927,102000,D4,2035,LNG,39929.73792066,13911.24,17389.05,15144.034759020002
112,LNG_S1_2028,2035,S1,D2,3746146,LNG_S1_2028,LNG,115927,102000,D4,2035,BioLNG,6011.68516572,13911.24,17389.05,16107.082445999999
113,LNG_S1_2029,2035,S1,D2,3746146,LNG_S1_2029,LNG,119405,102000,D4,2035,LNG,39239.462184300006,13134.55,15522.65,14882.235902100001
114,LNG_S1_2029,2035,S1,D2,3746146,LNG_S1_2029,LNG,119405,102000,D4,2035,BioLNG,5959.226708418,13134.55,15522.65,15966.530724899998
115,LNG_S1_2030,2035,S1,D2,3746146,LNG_S1_2030,LNG,122987,102000,D4,2035,LNG,39239.462184300006,12298.7,13528.57,14882.235902100001
116,LNG_S1_2030,2035,S1,D2,3746146,LNG_S1_2030,LNG,122987,102000,D4,2035,BioLNG,5959.226708418,12298.7,13528.57,15966.530724899998
117,LNG_S1_2031,2035,S1,D2,3746146,LNG_S1_2031,LNG,126677,102000,D4,2035,LNG,39239.462184300006,11400.93,11400.93,14882.235902100001
118,LNG_S1_2031,2035,S1,D2,3746146,LNG_S1_2031,LNG,126677,102000,D4,2035,BioLNG,5959.226708418,11400.93,11400.93,15966.530724899998
119,LNG_S1_2032,2035,S1,D2,3746146,LNG_S1_2032,LNG,130477,102000,D4,2035,LNG,39239.462184300006,10438.16,9133.390000000001,14882.235902100001
120,LNG_S1_2032,2035,S1,D2,3746146,LNG_S1_2032,LNG,130477,102000,D4,2035,BioLNG,5959.226708418,10438.16,9133.390000000001,15966.530724899998
121,LNG_S1_2033,2035,S1,D2,3746146,LNG_S1_2033,LNG,134391,102000,D4,2035,LNG,39239.462184300006,9407.37,6719.55,14882.235902100001
122,LNG_S1_2033,2035,S1,D2,3746146,LNG_S1_2033,LNG,134391,102000,D4,2035,BioLNG,5959.226708418,9407.37,6719.55,15966.530724899998
123,LNG_S1_2034,2035,S1,D2,3746146,LNG_S1_2034,LNG,138423,102000,D4,2035,LNG,39239.462184300006,8305.38,4152.69,14882.235902100001
124,LNG_S1_2034,2035,S1,D2,3746146,LNG_S1_2034,LNG,138423,102000,D4,2035,BioLNG,5959.226708418,8305.38,4152.69,15966.530724899998
