Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
BEV_S1_2025,2025,S1,D1,877707,BEV_S1_2025,BEV,2025,168767,102000,D1,Electricity,0.0,8438.35,1687.67,0.157838205906
Diesel_S1_2025,2025,S1,D1,877707,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.6798821172799999,4508.8,901.76,0.28396850296
Diesel_S1_2025,2025,S1,D1,877707,Diesel_S1_2025,Diesel,2025,90176,102000,D4,HVO,0.108747953984,4508.8,901.76,0.39594706671999996
LNG_S1_2025,2025,S1,D1,877707,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.41148184833,5304.5,1060.9,0.165479194824
LNG_S1_2025,2025,S1,D1,877707,LNG_S1_2025,LNG,2025,106090,102000,D4,BioLNG,0.062502606801,5304.5,1060.9,0.17756904726
Diesel_S1_2025,2025,S1,D2,2836223,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.6798821172799999,4508.8,901.76,0.28396850296
Diesel_S1_2025,2025,S1,D2,2836223,Diesel_S1_2025,Diesel,2025,90176,102000,D4,HVO,0.108747953984,4508.8,901.76,0.39594706671999996
LNG_S1_2025,2025,S1,D2,2836223,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.41148184833,5304.5,1060.9,0.165479194824
LNG_S1_2025,2025,S1,D2,2836223,LNG_S1_2025,LNG,2025,106090,102000,D4,BioLNG,0.062502606801,5304.5,1060.9,0.17756904726
Diesel_S1_2025,2025,S1,D3,3446113,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.6798821172799999,4508.8,901.76,0.28396850296
Diesel_S1_2025,2025,S1,D3,3446113,Diesel_S1_2025,Diesel,2025,90176,102000,D4,HVO,0.108747953984,4508.8,901.76,0.39594706671999996
LNG_S1_2025,2025,S1,D3,3446113,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.41148184833,5304.5,1060.9,0.165479194824
LNG_S1_2025,2025,S1,D3,3446113,LNG_S1_2025,LNG,2025,106090,102000,D4,BioLNG,0.062502606801,5304.5,1060.9,0.17756904726
Diesel_S1_2025,2025,S1,D4,439767,Diesel_S1_2025,Diesel,2025,90176,102000,D4,B20,0.6798821172799999,4508.8,901.76,0.28396850296
Diesel_S1_2025,2025,S1,D4,439767,Diesel_S1_2025,Diesel,2025,90176,102000,D4,HVO,0.108747953984,4508.8,901.76,0.39594706671999996
LNG_S1_2025,2025,S1,D4,439767,LNG_S1_2025,LNG,2025,106090,102000,D4,LNG,0.41148184833,5304.5,1060.9,0.165479194824
LNG_S1_2025,2025,S1,D4,439767,LNG_S1_2025,LNG,2025,106090,102000,D4,BioLNG,0.062502606801,5304.5,1060.9,0.17756904726
BEV_S2_2025,2025,S2,D1,1082065,BEV_S2_2025,BEV,2025,245480,106000,D1,Electricity,0.0,12274.0,2454.8,0.15850222560000002
Diesel_S2_2025,2025,S2,D1,1082065,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.68243073016,5516.650000000001,1103.33,0.28503299012
Diesel_S2_2025,2025,S2,D1,1082065,Diesel_S2_2025,Diesel,2025,110333,106000,D4,HVO,0.109155607648,5516.650000000001,1103.33,0.39743131783999996
LNG_S2_2025,2025,S2,D1,1082065,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.41081554941000004,7054.950000000001,1410.99,0.165211239848
LNG_S2_2025,2025,S2,D1,1082065,LNG_S2_2025,LNG,2025,141099,106000,D4,BioLNG,0.063269324215,7054.950000000001,1410.99,0.1797472809
Diesel_S2_2025,2025,S2,D2,1410584,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.68243073016,5516.650000000001,1103.33,0.28503299012
Diesel_S2_2025,2025,S2,D2,1410584,Diesel_S2_2025,Diesel,2025,110333,106000,D4,HVO,0.109155607648,5516.650000000001,1103.33,0.39743131783999996
LNG_S2_2025,2025,S2,D2,1410584,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.41081554941000004,7054.950000000001,1410.99,0.165211239848
LNG_S2_2025,2025,S2,D2,1410584,LNG_S2_2025,LNG,2025,141099,106000,D4,BioLNG,0.063269324215,7054.950000000001,1410.99,0.1797472809
Diesel_S2_2025,2025,S2,D3,821678,Diesel_S2_2025,Diesel,2025,110333,106000,D4,B20,0.68243073016,5516.650000000001,1103.33,0.28503299012
Diesel_S2_2025,2025,S2,D3,821678,Diesel_S2_2025,Diesel,2025,110333,106000,D4,HVO,0.109155607648,5516.650000000001,1103.33,0.39743131783999996
LNG_S2_2025,2025,S2,D3,821678,LNG_S2_2025,LNG,2025,141099,106000,D4,LNG,0.41081554941000004,7054.950000000001,1410.99,0.165211239848
LNG_S2_2025,2025,S2,D3,821678,LNG_S2_2025,LNG,2025,141099,106000,D4,BioLNG,0.063269324215,7054.950000000001,1410.99,0.1797472809
