Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km
BEV_S1_2029,2029,S1,D1,1009629,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.0,6873.1,1374.6200000000001,0.130304020812
Diesel_S1_2029,2029,S1,D1,1009629,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.6798821172799999,5074.700000000001,1014.94,0.3088994616
Diesel_S1_2029,2029,S1,D1,1009629,Diesel_S1_2029,Diesel,2029,101494,102000,D4,HVO,0.108747953984,5074.700000000001,1014.94,0.37915396192
LNG_S1_2029,2029,S1,D1,1009629,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.38470060965,5970.25,1194.05,0.151125187185
LNG_S1_2029,2029,S1,D1,1009629,LNG_S1_2029,LNG,2029,119405,102000,D4,BioLNG,0.058423791259,5970.25,1194.05,0.16213710144
BEV_S1_2029,2029,S1,D2,3188349,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.0,6873.1,1374.6200000000001,0.130304020812
Diesel_S1_2029,2029,S1,D2,3188349,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.6798821172799999,5074.700000000001,1014.94,0.3088994616
Diesel_S1_2029,2029,S1,D2,3188349,Diesel_S1_2029,Diesel,2029,101494,102000,D4,HVO,0.108747953984,5074.700000000001,1014.94,0.37915396192
LNG_S1_2029,2029,S1,D2,3188349,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.38470060965,5970.25,1194.05,0.151125187185
LNG_S1_2029,2029,S1,D2,3188349,LNG_S1_2029,LNG,2029,119405,102000,D4,BioLNG,0.058423791259,5970.25,1194.05,0.16213710144
BEV_S1_2029,2029,S1,D3,3892298,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.0,6873.1,1374.6200000000001,0.130304020812
Diesel_S1_2029,2029,S1,D3,3892298,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.6798821172799999,5074.700000000001,1014.94,0.3088994616
Diesel_S1_2029,2029,S1,D3,3892298,Diesel_S1_2029,Diesel,2029,101494,102000,D4,HVO,0.108747953984,5074.700000000001,1014.94,0.37915396192
LNG_S1_2029,2029,S1,D3,3892298,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.38470060965,5970.25,1194.05,0.151125187185
LNG_S1_2029,2029,S1,D3,3892298,LNG_S1_2029,LNG,2029,119405,102000,D4,BioLNG,0.058423791259,5970.25,1194.05,0.16213710144
Diesel_S1_2029,2029,S1,D4,484671,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.6798821172799999,5074.700000000001,1014.94,0.3088994616
Diesel_S1_2029,2029,S1,D4,484671,Diesel_S1_2029,Diesel,2029,101494,102000,D4,HVO,0.108747953984,5074.700000000001,1014.94,0.37915396192
LNG_S1_2029,2029,S1,D4,484671,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.38470060965,5970.25,1194.05,0.151125187185
LNG_S1_2029,2029,S1,D4,484671,LNG_S1_2029,LNG,2029,119405,102000,D4,BioLNG,0.058423791259,5970.25,1194.05,0.16213710144
