Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2023,2027,S1,D1,923004,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,0.0,0.0,0.163551369288,23077.87951668,0.6442089776245634,7.0,3,10
LNG_S1_2026,2027,S1,D1,923004,LNG_S1_2026,LNG,2026,0,102000,D4,LNG,0.164681,0.40942825539,6556.32,3278.16,0.162735129304,23252.846050842,0.6453032679776461,8.0,5,10
LNG_S1_2027,2027,S1,D1,923004,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,0.4139039055876775,2.0,2,10
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,35949.61772496,0.1680904040588748,1.0,15,36
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,0.5244225961594783,2.0,21,36
LNG_S1_2023,2027,S1,D4,467174,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,0.0,0.0,0.163551369288,23077.87951668,0.6546991321297099,6.0,3,5
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,0.39000132413359156,2.0,2,5
LNG_S2_2023,2027,S2,D1,1114957,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.16328653597599999,25698.86218108,0.6773136756488269,8.0,5,11
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,0.32039286167619363,1.0,4,11
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,0.4173541900990365,2.0,2,11
LNG_S2_2026,2027,S2,D2,1480077,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,0.6897313162490013,9.0,7,14
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,0.3281543350817445,1.0,3,14
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,0.41438318751291536,2.0,4,14
LNG_S2_2023,2027,S2,D3,862851,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.16328653597599999,25698.86218108,0.6827225138412155,7.0,4,9
LNG_S2_2026,2027,S2,D3,862851,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,0.6859774663503758,8.0,3,9
LNG_S2_2027,2027,S2,D3,862851,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,0.3555224393578876,2.0,2,9
LNG_S2_2023,2027,S2,D4,146448,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.16328653597599999,25698.86218108,0.6584169209775692,6.0,1,2
LNG_S2_2024,2027,S2,D4,146448,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.16328653597599999,25834.746557140003,0.6581876644250619,5.0,1,2
Diesel_S3_2027,2027,S3,D1,2381369,Diesel_S3_2027,Diesel,2027,133014,73000,D4,B20,0.224082,0.68313190356,6650.700000000001,1330.14,0.29758761846000004,29704.736147580003,0.2701474929077876,1.0,12,33
LNG_S3_2027,2027,S3,D1,2381369,LNG_S3_2027,LNG,2027,170105,73000,D4,LNG,0.161089,0.40049786091000006,8505.25,1701.05,0.159185572376,21826.846783448,0.48115493813393456,2.0,21,33
BEV_S3_2026,2027,S3,D2,2591566,BEV_S3_2026,BEV,2026,0,73000,D2,Electricity,0.898003,0.0,15900.359999999999,7950.179999999999,0.14626044261899998,27022.682120854,0.9288295018678563,8.0,7,36
LNG_S3_2026,2027,S3,D2,2591566,LNG_S3_2026,LNG,2026,0,73000,D4,LNG,0.164047,0.40785201093,9909.0,4954.5,0.162108620648,21812.470635121,0.6619991570578537,7.0,8,36
