Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
BEV_S1_2030,2034,S1,D1,1080198,BEV_S1_2030,BEV,2030,0,102000,D3,Electricity,0.868161,0.0,11753.01,11753.01,0.106227311799,20594.238619026,0.9761870213816963,7.0,2,11
BEV_S1_2032,2034,S1,D1,1080198,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,9141.230000000001,6529.450000000001,0.106227311799,19593.153488316,0.9884789852199771,8.0,2,11
BEV_S1_2033,2034,S1,D1,1080198,BEV_S1_2033,BEV,2033,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.106227311799,19122.408812964,0.9943341815987569,9.0,3,11
BEV_S1_2034,2034,S1,D1,1080198,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,18670.525803498,0.6469791968103721,6.0,4,11
BEV_S1_2034,2034,S1,D3,4474763,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,18670.525803498,0.9538815923865697,5.0,15,44
Diesel_S1_2034,2034,S1,D3,4474763,Diesel_S1_2034,Diesel,2034,117659,102000,D4,B20,0.223016,0.6798821172799999,5882.950000000001,1176.59,0.34316363984,42062.23126368,0.07593600034384752,1.0,14,44
LNG_S1_2034,2034,S1,D3,4474763,LNG_S1_2034,LNG,2034,138423,102000,D4,LNG,0.154735,0.38470060965,6921.150000000001,1384.23,0.146761660185,23275.069338870002,0.486125498403528,2.0,15,44
BEV_S1_2032,2034,S1,D4,575445,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,9141.230000000001,6529.450000000001,0.106227311799,19593.153488316,0.9881513164531331,7.0,2,6
BEV_S1_2033,2034,S1,D4,575445,BEV_S1_2033,BEV,2033,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.106227311799,19122.408812964,0.9941726746205313,8.0,2,6
BEV_S1_2034,2034,S1,D4,575445,BEV_S1_2034,BEV,2034,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.106227311799,18670.525803498,0.6479525459631319,6.0,2,6
BEV_S2_2032,2034,S2,D1,1344795,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.10456677781,23424.71960812,0.9885671384726217,8.0,1,13
LNG_S2_2032,2034,S2,D1,1344795,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,12147.380000000001,8676.7,0.14774048225699998,26257.143986904,0.608629949957678,7.0,3,13
LNG_S2_2033,2034,S2,D1,1344795,LNG_S2_2033,LNG,2033,0,106000,D4,LNG,0.155767,0.38726635773,10724.4,5362.2,0.14774048225699998,26476.92511659,0.6081429210895144,6.0,4,13
BEV_S2_2034,2034,S2,D1,1344795,BEV_S2_2034,BEV,2034,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.10456677781,22480.89844786,0.6030362005206902,5.0,3,13
LNG_S2_2034,2034,S2,D1,1344795,LNG_S2_2034,LNG,2034,184103,106000,D4,LNG,0.155767,0.38726635773,9205.15,1841.03,0.14774048225699998,26706.671119241997,0.37563110459627774,2.0,2,13
