Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2026,2027,S1,D1,923004,LNG_S1_2026,LNG,2026,0,102000,D4,LNG,0.164681,0.40942825539,6556.32,3278.16,0.162735129304,23252.846050842,0.6309529996355326,7.0,5,10
Diesel_S1_2027,2027,S1,D1,923004,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,35949.61772496,0.23812341626618208,1.0,3,10
LNG_S1_2027,2027,S1,D1,923004,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,0.4179145065620658,2.0,2,10
LNG_S1_2023,2027,S1,D4,467174,LNG_S1_2023,LNG,2023,0,102000,D4,LNG,0.165507,0.41148184833,9000.0,9000.0,0.163551369288,23077.87951668,0.6678395482900069,7.0,3,5
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,23078.224599119996,0.38059647382107054,2.0,2,5
LNG_S2_2023,2027,S2,D1,1114957,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,11970.0,11970.0,0.16328653597599999,25698.86218108,0.6554178377842972,7.0,3,11
LNG_S2_2024,2027,S2,D1,1114957,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,10959.2,9589.300000000001,0.16328653597599999,25834.746557140003,0.6552541939947576,6.0,3,11
LNG_S2_2026,2027,S2,D1,1114957,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,0.6583674817355994,8.0,5,11
LNG_S2_2025,2027,S2,D2,1480077,LNG_S2_2025,LNG,2025,0,106000,D4,LNG,0.165239,0.41081554941,9876.93,7054.950000000001,0.16328653597599999,25978.331423888005,0.6868636334080519,7.0,4,14
LNG_S2_2026,2027,S2,D2,1480077,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,0.6898695159283014,9.0,5,14
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,38535.03018536,0.3282337205346773,1.0,3,14
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,25999.113742351998,0.41493156914230844,2.0,2,14
LNG_S2_2023,2027,S2,D3,862851,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,11970.0,11970.0,0.16328653597599999,25698.86218108,0.6712564981225548,6.0,3,9
LNG_S2_2025,2027,S2,D3,862851,LNG_S2_2025,LNG,2025,0,106000,D4,LNG,0.165239,0.41081554941,9876.93,7054.950000000001,0.16328653597599999,25978.331423888005,0.6708148527234842,5.0,3,9
LNG_S2_2026,2027,S2,D3,862851,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,8719.92,4359.96,0.161327955288,25921.174800822,0.6746126633377003,7.0,3,9
LNG_S2_2023,2027,S2,D4,146448,LNG_S2_2023,LNG,2023,0,106000,D4,LNG,0.165239,0.41081554941,11970.0,11970.0,0.16328653597599999,25698.86218108,0.6584169209775692,6.0,1,2
LNG_S2_2024,2027,S2,D4,146448,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,10959.2,9589.300000000001,0.16328653597599999,25834.746557140003,0.6581876644250619,5.0,1,2
LNG_S3_2023,2027,S3,D1,2381369,LNG_S3_2023,LNG,2023,0,73000,D4,LNG,0.164823,0.40978129437,13602.24,13602.24,0.162875451432,21240.05175798,0.6823687109932368,8.0,5,33
BEV_S3_2024,2027,S3,D1,2381369,BEV_S3_2024,BEV,2024,0,73000,D1,Electricity,0.898003,0.0,23490.88,20554.52,0.14626044261899998,29687.543922747,0.896745392296908,10.0,4,33
LNG_S3_2025,2027,S3,D1,2381369,LNG_S3_2025,LNG,2025,0,73000,D4,LNG,0.164823,0.40978129437,11223.800000000001,8017.0,0.162875451432,21650.457610728,0.6819853961247526,7.0,7,33
