Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
Diesel_S1_2023,2024,S1,D1,869181,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.2722668534399999,90100.27226685344,0.3453563470408812,2.0,3.0,9.0,D1
LNG_S1_2023,2024,S1,D1,869181,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.1674301913399999,106000.16743019134,0.49232213230459704,4.0,6.0,9.0,D1
BEV_S1_2024,2024,S1,D1,877242,BEV_S1_2024,BEV,2024,177650,102000,D1,Electricity,0.893043,0.0,8882.5,1776.5,0.164420825859,188309.16442082587,0.6546436529591187,5.0,,,D1
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,92803.2780563488,0.3390504599539736,1.0,,,D1
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.223016,0.108747953984,4377.5,875.5,0.40026019615999997,92803.40026019615,0.8597211252050017,6.0,,,D1
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,109180.16645204497,0.48587117795245416,3.0,,,D1
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.165159,0.062502606801,5150.0,1030.0,0.17861285214000003,109180.17861285213,0.8792602577968112,7.0,,,D1
Diesel_S1_2023,2024,S1,D2,2597094,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.2722668534399999,90100.27226685344,0.12448268929748746,2.0,12.0,26.0,D2
LNG_S1_2023,2024,S1,D2,2597094,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.1674301913399999,106000.16743019134,0.4298289228968286,4.0,14.0,26.0,D2
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,92803.2780563488,0.10874595870844771,1.0,,,D2
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.223016,0.108747953984,4377.5,875.5,0.40026019615999997,92803.40026019615,0.9232523078096776,6.0,,,D2
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,109180.16645204497,0.4272188626127122,3.0,,,D2
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.165159,0.062502606801,5150.0,1030.0,0.17861285214000003,109180.17861285213,0.8755173107025125,5.0,,,D2
Diesel_S1_2023,2024,S1,D3,3292011,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.2722668534399999,90100.27226685344,0.12448268929748746,2.0,18.0,33.0,D3
LNG_S1_2023,2024,S1,D3,3292011,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.1674301913399999,106000.16743019134,0.4298289228968286,4.0,15.0,33.0,D3
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,92803.2780563488,0.10874595870844771,1.0,,,D3
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.223016,0.108747953984,4377.5,875.5,0.40026019615999997,92803.40026019615,0.9232523078096776,6.0,,,D3
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,109180.16645204497,0.4272188626127122,3.0,,,D3
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.165159,0.062502606801,5150.0,1030.0,0.17861285214000003,109180.17861285213,0.8755173107025125,5.0,,,D3
Diesel_S1_2023,2024,S1,D4,414315,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.2722668534399999,90100.27226685344,0.12448268929748746,2.0,3.0,5.0,D4
LNG_S1_2023,2024,S1,D4,414315,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.1674301913399999,106000.16743019134,0.4298289228968286,4.0,2.0,5.0,D4
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.223016,0.6798821172799999,4377.5,875.5,0.27805634879999996,92803.2780563488,0.10874595870844771,1.0,,,D4
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.223016,0.108747953984,4377.5,875.5,0.40026019615999997,92803.40026019615,0.9232523078096776,6.0,,,D4
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.165507,0.41148184833,5150.0,1030.0,0.16645204497000002,109180.16645204497,0.4272188626127122,3.0,,,D4
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.165159,0.062502606801,5150.0,1030.0,0.17861285214000003,109180.17861285213,0.8755173107025125,5.0,,,D4
Diesel_S2_2023,2024,S2,D1,995694,Diesel_S2_2023,Diesel,2023,104000,106000,D4,B20,0.223852,0.68243073016,5200.0,1040.0,0.27328747568,110240.27328747568,0.39387419087899106,2.0,4.0,10.0,D1
LNG_S2_2023,2024,S2,D1,995694,LNG_S2_2023,LNG,2023,133000,106000,D4,LNG,0.165239,0.41081554941,6650.0,1330.0,0.16715907718,140980.1671590772,0.5183447600154968,4.0,6.0,10.0,D1
BEV_S2_2024,2024,S2,D1,1043209,BEV_S2_2024,BEV,2024,258400,106000,D1,Electricity,0.8968,0.0,12920.0,2584.0,0.1651125384,273904.1651125384,0.606125809121009,5.0,,,D1
