Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost
BEV_S1_2028,2028,S1,D1,968137,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.868161,0.0,7234.85,1446.97,0.135738708672,153378.95573870867
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,122882.77468748883
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.15574,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.868161,0.0,7234.85,1446.97,0.135738708672,153378.95573870867
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,122882.77468748883
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.15574,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,122882.77468748883
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.15574,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,122882.77468748883
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.15574,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934
BEV_S2_2028,2028,S2,D1,1142178,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.85459,0.0,10523.400000000001,2104.68,0.13361685567999998,223096.21361685568
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.223852,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.158367,0.059932249113000005,7709.150000000001,1541.83,0.16730048247,163434.14730048247
BEV_S2_2028,2028,S2,D2,1546703,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.85459,0.0,10523.400000000001,2104.68,0.13361685567999998,223096.21361685568
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.223852,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.158367,0.059932249113000005,7709.150000000001,1541.83,0.16730048247,163434.14730048247
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.223852,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.158367,0.059932249113000005,7709.150000000001,1541.83,0.16730048247,163434.14730048247
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.223852,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.158367,0.059932249113000005,7709.150000000001,1541.83,0.16730048247,163434.14730048247
BEV_S4_2028,2028,S4,D1,16863,BEV_S4_2028,BEV,2028,306135,118000,D2,Electricity,0.856448,0.0,15306.75,3061.35,0.13390735769599998,324503.2339073577
Diesel_S4_2028,2028,S4,D1,16863,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,185888.258142567
Diesel_S4_2028,2028,S4,D1,16863,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.219827,0.107192921048,8768.300000000001,1753.66,0.37780347527999997,185888.33780347527
LNG_S4_2028,2028,S4,D1,16863,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.157769,0.39224371011,11213.300000000001,2242.66,0.154994001059,237722.11499400105
LNG_S4_2028,2028,S4,D1,16863,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.155978,0.05902815834200001,11213.300000000001,2242.66,0.16477671898000001,237722.124776719
BEV_S4_2028,2028,S4,D2,851953,BEV_S4_2028,BEV,2028,306135,118000,D2,Electricity,0.856448,0.0,15306.75,3061.35,0.13390735769599998,324503.2339073577
Diesel_S4_2028,2028,S4,D2,851953,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,185888.258142567
Diesel_S4_2028,2028,S4,D2,851953,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.219827,0.107192921048,8768.300000000001,1753.66,0.37780347527999997,185888.33780347527
LNG_S4_2028,2028,S4,D2,851953,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.157769,0.39224371011,11213.300000000001,2242.66,0.154994001059,237722.11499400105
LNG_S4_2028,2028,S4,D2,851953,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.155978,0.05902815834200001,11213.300000000001,2242.66,0.16477671898000001,237722.124776719
Diesel_S4_2028,2028,S4,D3,133929,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,185888.258142567
Diesel_S4_2028,2028,S4,D3,133929,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.219827,0.107192921048,8768.300000000001,1753.66,0.37780347527999997,185888.33780347527
LNG_S4_2028,2028,S4,D3,133929,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.157769,0.39224371011,11213.300000000001,2242.66,0.154994001059,237722.11499400105
LNG_S4_2028,2028,S4,D3,133929,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.155978,0.05902815834200001,11213.300000000001,2242.66,0.16477671898000001,237722.124776719
Diesel_S4_2028,2028,S4,D4,2066,Diesel_S4_2028,Diesel,2028,175366,118000,D4,B20,0.219827,0.67016019566,8768.300000000001,1753.66,0.29814256701999997,185888.258142567
Diesel_S4_2028,2028,S4,D4,2066,Diesel_S4_2028,Diesel,2028,175366,118000,D4,HVO,0.219827,0.107192921048,8768.300000000001,1753.66,0.37780347527999997,185888.33780347527
LNG_S4_2028,2028,S4,D4,2066,LNG_S4_2028,LNG,2028,224266,118000,D4,LNG,0.157769,0.39224371011,11213.300000000001,2242.66,0.154994001059,237722.11499400105
LNG_S4_2028,2028,S4,D4,2066,LNG_S4_2028,LNG,2028,224266,118000,D4,BioLNG,0.155978,0.05902815834200001,11213.300000000001,2242.66,0.16477671898000001,237722.124776719
BEV_S3_2028,2028,S3,D1,2448472,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.859516,0.0,11958.400000000001,2391.68,0.134387045632,253518.21438704562
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.224082,0.10926776116800001,6850.25,1370.05,0.38511628848,145225.68511628849
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.156388,0.38881028172000004,8760.4,1752.08,0.153637291468,185720.63363729147
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.155696,0.058921438544000004,8760.4,1752.08,0.16447881136,185720.64447881136
BEV_S3_2028,2028,S3,D2,2667924,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.859516,0.0,11958.400000000001,2391.68,0.134387045632,253518.21438704562
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.224082,0.10926776116800001,6850.25,1370.05,0.38511628848,145225.68511628849
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.156388,0.38881028172000004,8760.4,1752.08,0.153637291468,185720.63363729147
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.155696,0.058921438544000004,8760.4,1752.08,0.16447881136,185720.64447881136
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.224082,0.10926776116800001,6850.25,1370.05,0.38511628848,145225.68511628849
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.156388,0.38881028172000004,8760.4,1752.08,0.153637291468,185720.63363729147
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.155696,0.058921438544000004,8760.4,1752.08,0.16447881136,185720.64447881136
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.224082,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.224082,0.10926776116800001,6850.25,1370.05,0.38511628848,145225.68511628849
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.156388,0.38881028172000004,8760.4,1752.08,0.153637291468,185720.63363729147
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.155696,0.058921438544000004,8760.4,1752.08,0.16447881136,185720.64447881136
