Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost
BEV_S1_2027,2027,S1,D1,923004,BEV_S1_2027,BEV,2027,152312,102000,D2,Electricity,0.868161,0.0,7615.6,1523.1200000000001,0.14139998655299998,9138.861399986554
Diesel_S1_2027,2027,S1,D1,923004,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,5740.376171938481
Diesel_S1_2027,2027,S1,D1,923004,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.223016,0.108747953984,4783.400000000001,956.6800000000001,0.38746130792,5740.4674613079205
LNG_S1_2027,2027,S1,D1,923004,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,6753.16005122156
LNG_S1_2027,2027,S1,D1,923004,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.159467,0.060348532013,5627.5,1125.5,0.16945282354,6753.16945282354
BEV_S1_2027,2027,S1,D2,3023153,BEV_S1_2027,BEV,2027,152312,102000,D2,Electricity,0.868161,0.0,7615.6,1523.1200000000001,0.14139998655299998,9138.861399986554
Diesel_S1_2027,2027,S1,D2,3023153,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,5740.376171938481
Diesel_S1_2027,2027,S1,D2,3023153,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.223016,0.108747953984,4783.400000000001,956.6800000000001,0.38746130792,5740.4674613079205
LNG_S1_2027,2027,S1,D2,3023153,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,6753.16005122156
LNG_S1_2027,2027,S1,D2,3023153,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.159467,0.060348532013,5627.5,1125.5,0.16945282354,6753.16945282354
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,5740.376171938481
Diesel_S1_2027,2027,S1,D3,3581681,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.223016,0.108747953984,4783.400000000001,956.6800000000001,0.38746130792,5740.4674613079205
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,6753.16005122156
LNG_S1_2027,2027,S1,D3,3581681,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.159467,0.060348532013,5627.5,1125.5,0.16945282354,6753.16945282354
Diesel_S1_2027,2027,S1,D4,467174,Diesel_S1_2027,Diesel,2027,95668,102000,D4,B20,0.223016,0.6798821172799999,4783.400000000001,956.6800000000001,0.29617193848,5740.376171938481
Diesel_S1_2027,2027,S1,D4,467174,Diesel_S1_2027,Diesel,2027,95668,102000,D4,HVO,0.223016,0.108747953984,4783.400000000001,956.6800000000001,0.38746130792,5740.4674613079205
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,LNG,0.161965,0.40267576335,5627.5,1125.5,0.16005122155999998,6753.16005122156
LNG_S1_2027,2027,S1,D4,467174,LNG_S1_2027,LNG,2027,112550,102000,D4,BioLNG,0.159467,0.060348532013,5627.5,1125.5,0.16945282354,6753.16945282354
BEV_S2_2027,2027,S2,D1,1114957,BEV_S2_2027,BEV,2027,221545,106000,D2,Electricity,0.85459,0.0,11077.25,2215.4500000000003,0.13918963706999998,13292.83918963707
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,7023.417282171561
Diesel_S2_2027,2027,S2,D1,1114957,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.223852,0.109155607648,5852.6,1170.52,0.38891374924,7023.5089137492405
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,8981.680543337192
LNG_S2_2027,2027,S2,D1,1114957,LNG_S2_2027,LNG,2027,149692,106000,D4,BioLNG,0.161171,0.06099339206900001,7484.6,1496.92,0.17126352802,8981.69126352802
BEV_S2_2027,2027,S2,D2,1480077,BEV_S2_2027,BEV,2027,221545,106000,D2,Electricity,0.85459,0.0,11077.25,2215.4500000000003,0.13918963706999998,13292.83918963707
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,B20,0.223852,0.68243073016,5852.6,1170.52,0.29728217156000003,7023.417282171561
Diesel_S2_2027,2027,S2,D2,1480077,Diesel_S2_2027,Diesel,2027,117052,106000,D4,HVO,0.223852,0.109155607648,5852.6,1170.52,0.38891374924,7023.5089137492405
LNG_S2_2027,2027,S2,D2,1480077,LNG_S2_2027,LNG,2027,149692,106000,D4,LNG,0.162463,0.40391388597,7484.6,1496.92,0.16054333719199998,8981.680543337192
