Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
BEV_S1_2030,2033,S1,D1,1070915,BEV_S1_2030,BEV,2030,0,102000,D3,Electricity,0.868161,0.0,10447.12,9141.230000000001,0.11065753738199999,20594.238619026,0.9807464947390713,8.0,2,11
BEV_S1_2032,2033,S1,D1,1070915,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.11065753738199999,19593.153488316,0.9937864286394991,9.0,3,11
LNG_S1_2032,2033,S1,D1,1070915,LNG_S1_2032,LNG,2032,0,102000,D4,LNG,0.154735,0.38470060965,7828.62,3914.31,0.14762415307500001,22974.77872644,0.6060690672561346,5.0,3,11
BEV_S1_2033,2033,S1,D1,1070915,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.11065753738199999,19122.408812964,0.623489516513288,7.0,3,11
BEV_S1_2032,2033,S1,D2,3491886,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.11065753738199999,19593.153488316,0.9935048106124603,8.0,7,35
LNG_S1_2032,2033,S1,D2,3491886,LNG_S1_2032,LNG,2032,0,102000,D4,LNG,0.154735,0.38470060965,7828.62,3914.31,0.14762415307500001,22974.77872644,0.6309135205076912,7.0,7,35
BEV_S1_2033,2033,S1,D2,3491886,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.11065753738199999,19122.408812964,0.5924496095995734,6.0,8,35
LNG_S1_2033,2033,S1,D2,3491886,LNG_S1_2033,LNG,2033,134391,102000,D4,LNG,0.154735,0.38470060965,6719.55,1343.91,0.14762415307500001,23121.12361365,0.37603631594728576,2.0,13,35
BEV_S1_2032,2033,S1,D4,563313,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.11065753738199999,19593.153488316,0.9936003132178605,8.0,4,6
BEV_S1_2033,2033,S1,D4,563313,BEV_S1_2033,BEV,2033,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.11065753738199999,19122.408812964,0.6246886270176495,7.0,1,6
