Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost
BEV_S1_2026,2026,S1,D1,884095,BEV_S1_2026,BEV,2026,160329,102000,D2,Electricity,0.893043,0.0,8016.450000000001,1603.29,0.151519033638,9619.89151903364
Diesel_S1_2026,2026,S1,D1,884095,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608
Diesel_S1_2026,2026,S1,D1,884095,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641
LNG_S1_2026,2026,S1,D1,884095,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871
LNG_S1_2026,2026,S1,D1,884095,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952
BEV_S1_2026,2026,S1,D2,2909150,BEV_S1_2026,BEV,2026,160329,102000,D2,Electricity,0.893043,0.0,8016.450000000001,1603.29,0.151519033638,9619.89151903364
Diesel_S1_2026,2026,S1,D2,2909150,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608
Diesel_S1_2026,2026,S1,D2,2909150,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641
LNG_S1_2026,2026,S1,D2,2909150,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871
LNG_S1_2026,2026,S1,D2,2909150,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952
Diesel_S1_2026,2026,S1,D3,3537030,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608
Diesel_S1_2026,2026,S1,D3,3537030,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641
LNG_S1_2026,2026,S1,D3,3537030,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871
LNG_S1_2026,2026,S1,D3,3537030,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952
Diesel_S1_2026,2026,S1,D4,446478,Diesel_S1_2026,Diesel,2026,92881,102000,D4,B20,0.223016,0.6798821172799999,4644.05,928.8100000000001,0.29000554608,5573.15000554608
Diesel_S1_2026,2026,S1,D4,446478,Diesel_S1_2026,Diesel,2026,92881,102000,D4,HVO,0.223016,0.108747953984,4644.05,928.8100000000001,0.39168077063999995,5573.251680770641
LNG_S1_2026,2026,S1,D4,446478,LNG_S1_2026,LNG,2026,109272,102000,D4,LNG,0.164681,0.40942825539,5463.6,1092.72,0.163691431871,6556.483691431871
LNG_S1_2026,2026,S1,D4,446478,LNG_S1_2026,LNG,2026,109272,102000,D4,BioLNG,0.1632,0.06176124480000001,5463.6,1092.72,0.174437952,6556.494437952
BEV_S2_2026,2026,S2,D1,1090703,BEV_S2_2026,BEV,2026,233206,106000,D2,Electricity,0.8968,0.0,11660.300000000001,2332.06,0.15215646880000003,13992.5121564688
Diesel_S2_2026,2026,S2,D1,1090703,Diesel_S2_2026,Diesel,2026,113643,106000,D4,B20,0.223852,0.68243073016,5682.150000000001,1136.43,0.29109266376000004,6818.8710926637605
Diesel_S2_2026,2026,S2,D1,1090703,Diesel_S2_2026,Diesel,2026,113643,106000,D4,HVO,0.223852,0.109155607648,5682.150000000001,1136.43,0.39314902908,6818.973149029081
LNG_S2_2026,2026,S2,D1,1090703,LNG_S2_2026,LNG,2026,145332,106000,D4,LNG,0.163257,0.40588792083,7266.6,1453.32,0.162275988687,8720.082275988687
LNG_S2_2026,2026,S2,D1,1090703,LNG_S2_2026,LNG,2026,145332,106000,D4,BioLNG,0.164643,0.062307332277000006,7266.6,1453.32,0.17598031698,8720.09598031698
