Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Distance
BEV_S1_2024,2028,S1,D1,877242,BEV_S1_2024,BEV,2024,177650,102000,D1,Electricity,0.893043,0.0,8882.5,1776.5,0.164420825859,188309.16442082587,0.7727832701580087,3.0,1.0,9.0,D1
BEV_S1_2028,2028,S1,D1,968137,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.868161,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8544965510564874,5.0,,,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.22721672984199137,1.0,,,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8476610493697398,4.0,,,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,122882.77468748883,0.45425153863181683,2.0,,,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.15574,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.8970025554822781,6.0,,,D1
BEV_S1_2026,2028,S1,D2,2909150,BEV_S1_2026,BEV,2026,160329,102000,D2,Electricity,0.893043,0.0,8016.450000000001,1603.29,0.151519033638,169948.89151903364,0.8085568168123648,3.0,9.0,26.0,D2
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.868161,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8499383345088505,5.0,,,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.19144318318763517,1.0,,,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.223016,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8451180721263902,4.0,,,D2
