Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2027,2029,S1,D1,1009629,LNG_S1_2027,LNG,2027,0,102000,D4,LNG,0.161965,0.40267576335,7878.500000000001,5627.5,0.15818651851499999,23078.22459912,0.6283093751083356,7.0,3,10
LNG_S1_2028,2029,S1,D1,1009629,LNG_S1_2028,LNG,2028,0,102000,D4,LNG,0.157457,0.39146801883,6955.62,3477.81,0.153783685647,22733.743860354,0.637175652383399,8.0,5,10
LNG_S1_2029,2029,S1,D1,1009629,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.154735,0.38470060965,5970.25,1194.05,0.151125187185,22579.069092870002,0.404663734511153,2.0,2,10
BEV_S1_2028,2029,S1,D2,3188349,BEV_S1_2028,BEV,2028,0,102000,D2,Electricity,0.868161,0.0,8681.82,4340.91,0.130304020812,22527.168284544,0.9865549958598927,8.0,10,32
Diesel_S1_2028,2029,S1,D2,3188349,Diesel_S1_2028,Diesel,2028,0,102000,D4,B20,0.223016,0.6798821172799999,5912.28,2956.14,0.3088994616,36763.98337632,0.45713542692298426,3.0,3,32
BEV_S1_2029,2029,S1,D2,3188349,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.868161,0.0,6873.1,1374.6200000000001,0.130304020812,21538.730122824,0.5589138225793506,5.0,8,32
Diesel_S1_2029,2029,S1,D2,3188349,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.223016,0.6798821172799999,5074.700000000001,1014.94,0.3088994616,37597.3850832,0.17746727841499954,1.0,4,32
LNG_S1_2029,2029,S1,D2,3188349,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.154735,0.38470060965,5970.25,1194.05,0.151125187185,22579.069092870002,0.3966107818734008,2.0,7,32
LNG_S1_2028,2029,S1,D4,484671,LNG_S1_2028,LNG,2028,0,102000,D4,LNG,0.157457,0.39146801883,6955.62,3477.81,0.153783685647,22733.743860354,0.6654186584806692,6.0,3,5
LNG_S1_2029,2029,S1,D4,484671,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.154735,0.38470060965,5970.25,1194.05,0.151125187185,22579.069092870002,0.40144410359495175,2.0,2,5
LNG_S2_2028,2029,S2,D1,1173616,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6373826174121808,7.0,5,12
BEV_S2_2029,2029,S2,D1,1173616,BEV_S2_2029,BEV,2029,199944,106000,D3,Electricity,0.85459,0.0,9997.2,1999.44,0.12826712228,25592.95496168,0.5658875188441291,3.0,1,12
LNG_S2_2029,2029,S2,D1,1173616,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.4076169080885863,2.0,6,12
LNG_S2_2028,2029,S2,D2,1608555,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6722567886964012,8.0,4,16
Diesel_S2_2029,2029,S2,D2,1608555,Diesel_S2_2029,Diesel,2029,124181,106000,D4,B20,0.223852,0.68243073016,6209.05,1241.81,0.31005740519999997,40316.9449512,0.2501202964914887,1.0,7,16
LNG_S2_2029,2029,S2,D2,1608555,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.39258271719490356,2.0,5,16
LNG_S2_2026,2029,S2,D3,916617,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,11626.56,10173.240000000002,0.159448377447,25921.174800822,0.6378495125691537,7.0,3,9
LNG_S2_2028,2029,S2,D3,916617,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6514773421307184,8.0,4,9
LNG_S2_2029,2029,S2,D3,916617,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.4012761684199709,2.0,2,9
LNG_S2_2028,2029,S2,D4,148322,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.656548781321171,5.0,1,2
LNG_S2_2029,2029,S2,D4,148322,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.3968157733365737,2.0,1,2
BEV_S3_2029,2029,S3,D1,2497153,BEV_S3_2029,BEV,2029,227210,73000,D3,Electricity,0.859516,0.0,11360.5,2272.1,0.129006475472,23050.072709456,0.8025116025319667,4.0,3,35
Diesel_S3_2029,2029,S3,D1,2497153,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,31124.346408600002,0.2103601348778482,1.0,11,35
LNG_S3_2029,2029,S3,D1,2497153,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,21803.654047935,0.4832895392524665,2.0,21,35
LNG_S3_2028,2029,S3,D3,1175528,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,10512.48,5256.24,0.15273962434799998,21728.002277164,0.6922225675589486,9.0,6,17
Diesel_S3_2029,2029,S3,D3,1175528,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,31124.346408600002,0.26638153063897896,1.0,8,17
LNG_S3_2029,2029,S3,D3,1175528,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,21803.654047935,0.36437062781435103,2.0,3,17
LNG_S3_2028,2029,S3,D4,234155,LNG_S3_2028,LNG,2028,0,73000,D4,LNG,0.156388,0.38881028172,10512.48,5256.24,0.15273962434799998,21728.002277164,0.664543316083825,6.0,3,4
LNG_S3_2029,2029,S3,D4,234155,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,21803.654047935,0.3697382371589503,2.0,1,4
LNG_S4_2029,2029,S4,D1,17544,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,31639.744127484002,0.40091129257057845,2.0,1,1
LNG_S4_2028,2029,S4,D2,885863,LNG_S4_2028,LNG,2028,0,118000,D4,LNG,0.157769,0.39224371011,13455.96,6727.98,0.15408840699899998,31745.252124962,0.626055896539262,7.0,5,8
LNG_S4_2029,2029,S4,D2,885863,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,31639.744127484002,0.3938165959931643,2.0,3,8
LNG_S4_2029,2029,S4,D3,135803,LNG_S4_2029,LNG,2029,230994,118000,D4,LNG,0.154278,0.38356442082000003,11549.7,2309.94,0.15067884853799998,31639.744127484002,0.4798455763674255,2.0,2,2
LNG_S4_2028,2029,S4,D4,2113,LNG_S4_2028,LNG,2028,0,118000,D4,LNG,0.157769,0.39224371011,13455.96,6727.98,0.15408840699899998,31745.252124962,0.643886697796586,5.0,1,1
