Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2027,2029,S1,D1,1009629,LNG_S1_2027,LNG,2027,0,102000,D4,LNG,0.161965,0.40267576335,0.0,0.0,0.15818651851499999,23078.22459912,0.6142130664413076,6.0,3,10
LNG_S1_2028,2029,S1,D1,1009629,LNG_S1_2028,LNG,2028,0,102000,D4,LNG,0.157457,0.39146801883,6955.62,3477.81,0.153783685647,22733.743860354,0.6234336913230886,7.0,5,10
BEV_S1_2029,2029,S1,D1,1009629,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.868161,0.0,6873.1,1374.6200000000001,0.130304020812,21538.730122824,0.5912195073383525,4.0,2,10
BEV_S1_2029,2029,S1,D3,3892298,BEV_S1_2029,BEV,2029,137462,102000,D3,Electricity,0.868161,0.0,6873.1,1374.6200000000001,0.130304020812,21538.730122824,0.8697348929552619,4.0,14,39
Diesel_S1_2029,2029,S1,D3,3892298,Diesel_S1_2029,Diesel,2029,101494,102000,D4,B20,0.223016,0.6798821172799999,5074.700000000001,1014.94,0.3088994616,37597.3850832,0.16159731627871923,1.0,2,39
LNG_S1_2029,2029,S1,D3,3892298,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.154735,0.38470060965,5970.25,1194.05,0.151125187185,22579.069092870002,0.5009886237375697,2.0,23,39
LNG_S1_2028,2029,S1,D4,484671,LNG_S1_2028,LNG,2028,0,102000,D4,LNG,0.157457,0.39146801883,6955.62,3477.81,0.153783685647,22733.743860354,0.6654186584806692,6.0,3,5
LNG_S1_2029,2029,S1,D4,484671,LNG_S1_2029,LNG,2029,119405,102000,D4,LNG,0.154735,0.38470060965,5970.25,1194.05,0.151125187185,22579.069092870002,0.40144410359495175,2.0,2,5
BEV_S2_2026,2029,S2,D1,1173616,BEV_S2_2026,BEV,2026,0,106000,D2,Electricity,0.8968,0.0,0.0,0.0,0.1346025056,30120.945692800004,0.9475596282608172,8.0,4,12
LNG_S2_2028,2029,S2,D1,1173616,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6354056803843626,7.0,4,12
LNG_S2_2029,2029,S2,D1,1173616,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.4023009211625799,2.0,4,12
LNG_S2_2026,2029,S2,D2,1608555,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,0.0,0.0,0.159448377447,25921.174800822,0.6373508622623831,6.0,3,16
LNG_S2_2028,2029,S2,D2,1608555,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6509964599194645,8.0,5,16
Diesel_S2_2029,2029,S2,D2,1608555,Diesel_S2_2029,Diesel,2029,124181,106000,D4,B20,0.223852,0.68243073016,6209.05,1241.81,0.31005740519999997,40316.9449512,0.2352171773170302,1.0,4,16
LNG_S2_2029,2029,S2,D2,1608555,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.4013396181277516,2.0,4,16
LNG_S2_2028,2029,S2,D3,916617,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.6509964599194645,8.0,5,9
Diesel_S2_2029,2029,S2,D3,916617,Diesel_S2_2029,Diesel,2029,124181,106000,D4,B20,0.223852,0.68243073016,6209.05,1241.81,0.31005740519999997,40316.9449512,0.2352171773170302,1.0,2,9
LNG_S2_2029,2029,S2,D3,916617,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.4013396181277516,2.0,2,9
LNG_S2_2028,2029,S2,D4,148322,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,9250.98,4625.49,0.152193665259,25478.321114214,0.656548781321171,5.0,1,2
LNG_S2_2029,2029,S2,D4,148322,LNG_S2_2029,LNG,2029,158808,106000,D4,LNG,0.155767,0.38726635773,7940.400000000001,1588.08,0.15213311165699997,25654.589835641997,0.3968157733365737,2.0,1,2
BEV_S3_2027,2029,S3,D1,2497153,BEV_S3_2027,BEV,2027,0,73000,D2,Electricity,0.859516,0.0,0.0,0.0,0.129006475472,25324.772311164,0.9479440346423806,10.0,7,35
BEV_S3_2029,2029,S3,D1,2497153,BEV_S3_2029,BEV,2029,227210,73000,D3,Electricity,0.859516,0.0,11360.5,2272.1,0.129006475472,23050.072709456,0.476515004462605,3.0,7,35
Diesel_S3_2029,2029,S3,D1,2497153,Diesel_S3_2029,Diesel,2029,141115,73000,D4,B20,0.224082,0.68313190356,7055.75,1411.15,0.3103759782,31124.346408600002,0.26599512334694186,1.0,8,35
LNG_S3_2029,2029,S3,D1,2497153,LNG_S3_2029,LNG,2029,180464,73000,D4,LNG,0.153945,0.38273651955000004,9023.2,1804.64,0.150353617095,21803.654047935,0.36082536545244137,2.0,13,35
