Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
BEV_S1_2031,2035,S1,D1,1106719,BEV_S1_2031,BEV,2031,0,102000,D3,Electricity,0.868161,0.0,11753.01,11753.01,0.10197419106,20083.46824893,0.9772387925936976,7.0,2,11
BEV_S1_2032,2035,S1,D1,1106719,BEV_S1_2032,BEV,2032,0,102000,D4,Electricity,0.868161,0.0,10447.12,9141.230000000001,0.10197419106,19593.153488316,0.983210694885014,8.0,3,11
BEV_S1_2034,2035,S1,D1,1106719,BEV_S1_2034,BEV,2034,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.10197419106,18670.525803498,0.9945875745373541,9.0,3,11
BEV_S1_2035,2035,S1,D1,1106719,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.10197419106,18236.707488120002,0.6527195264457226,6.0,2,11
LNG_S1_2035,2035,S1,D1,1106719,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.154735,0.38470060965,7128.8,1425.76,0.14590427355000002,23436.7959021,0.38710760718312637,2.0,1,11
BEV_S1_2035,2035,S1,D3,4476447,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.10197419106,18236.707488120002,0.9668455283044554,5.0,17,44
Diesel_S1_2035,2035,S1,D3,4476447,Diesel_S1_2035,Diesel,2035,121189,102000,D4,B20,0.223016,0.6798821172799999,6059.450000000001,1211.89,0.35046072336,43018.33378272,0.07291966825683109,1.0,11,44
LNG_S1_2035,2035,S1,D3,4476447,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.154735,0.38470060965,7128.8,1425.76,0.14590427355000002,23436.7959021,0.48345545430439035,2.0,16,44
BEV_S1_2033,2035,S1,D4,588196,BEV_S1_2033,BEV,2033,0,102000,D4,Electricity,0.868161,0.0,9141.230000000001,6529.450000000001,0.10197419106,19122.408812964,0.9893311729077435,7.0,3,6
BEV_S1_2034,2035,S1,D4,588196,BEV_S1_2034,BEV,2034,0,102000,D4,Electricity,0.868161,0.0,7835.34,3917.67,0.10197419106,18670.525803498,0.9947543838833143,8.0,3,6
BEV_S2_2032,2035,S2,D1,1350533,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,15195.76,13296.29,0.1003801414,23424.71960812,0.9831208995211219,9.0,5,13
LNG_S2_2032,2035,S2,D1,1350533,LNG_S2_2032,LNG,2032,0,106000,D4,LNG,0.155767,0.38726635773,13882.720000000001,12147.380000000001,0.14687737731,26257.143986904,0.6168079190773371,8.0,3,13
BEV_S2_2035,2035,S2,D1,1350533,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,22037.114988399997,0.591717635395353,5.0,3,13
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,26946.56199486,0.36426907499442257,2.0,2,13
BEV_S2_2032,2035,S2,D2,1934621,BEV_S2_2032,BEV,2032,0,106000,D4,Electricity,0.85459,0.0,15195.76,13296.29,0.1003801414,23424.71960812,0.9849018095502575,8.0,3,19
BEV_S2_2033,2035,S2,D2,1934621,BEV_S2_2033,BEV,2033,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.1003801414,22943.16156148,0.9901031316081004,9.0,4,19
BEV_S2_2034,2035,S2,D2,1934621,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.1003801414,22480.89844786,0.9951344226693198,10.0,7,19
BEV_S2_2035,2035,S2,D2,1934621,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,22037.114988399997,0.6255433060469507,6.0,1,19
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,26946.56199486,0.3740937130445911,2.0,4,19
BEV_S2_2033,2035,S2,D3,1053870,BEV_S2_2033,BEV,2033,0,106000,D4,Electricity,0.85459,0.0,13296.29,9497.35,0.1003801414,22943.16156148,0.9894935322207296,7.0,2,10
BEV_S2_2034,2035,S2,D3,1053870,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.1003801414,22480.89844786,0.9948339972213379,8.0,3,10
BEV_S2_2035,2035,S2,D3,1053870,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.1003801414,22037.114988399997,0.6271607472591486,6.0,3,10
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.155767,0.38726635773,9481.300000000001,1896.26,0.14687737731,26946.56199486,0.37841564577631454,2.0,2,10
BEV_S2_2034,2035,S2,D4,176929,BEV_S2_2034,BEV,2034,0,106000,D4,Electricity,0.85459,0.0,11396.82,5698.41,0.1003801414,22480.89844786,0.9949841208536531,7.0,2,2
BEV_S3_2035,2035,S3,D1,2908543,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,20320.92870328,0.8934278752368892,5.0,15,40
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,35815.860679560006,0.10685703152958016,1.0,8,40
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,23525.673196050004,0.4620524131922694,2.0,17,40
BEV_S3_2035,2035,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,20320.92870328,0.8934278752368892,5.0,13,45
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,35815.860679560006,0.10685703152958016,1.0,14,45
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,23525.673196050004,0.4620524131922694,2.0,18,45
BEV_S3_2033,2035,S3,D3,1360337,BEV_S3_2033,BEV,2033,0,73000,D4,Electricity,0.859516,0.0,15109.430000000002,10792.45,0.10095874935999999,20948.500872616,0.9906880430602784,10.0,4,19
BEV_S3_2034,2035,S3,D3,1360337,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10095874935999999,20628.314831812,0.9954222435562987,11.0,7,19
BEV_S3_2035,2035,S3,D3,1360337,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.10095874935999999,20320.92870328,0.5434031139425393,6.0,3,19
Diesel_S3_2035,2035,S3,D3,1360337,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.224082,0.68313190356,8424.95,1684.99,0.35213589972000003,35815.860679560006,0.13379639830503937,1.0,3,19
LNG_S3_2035,2035,S3,D3,1360337,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.153945,0.38273651955000004,10774.2,2154.84,0.14515935885,23525.673196050004,0.3278086774208005,2.0,2,19
BEV_S3_2034,2035,S3,D4,274741,BEV_S3_2034,BEV,2034,0,73000,D4,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.10095874935999999,20628.314831812,0.9957384603574645,7.0,3,4
