Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2031,2031,S1,D1,1042251,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,7835.460079688716,0.9098455484022425,1.0,D1
Diesel_S1_2031,2031,S1,D1,1042251,Diesel_S1_2031,Diesel,2031,107675,102000,D4,B20,0.6798821172799999,5383.75,1076.75,0.32217560408,6460.82217560408,0.09015445159775747,5.0,D1
Diesel_S1_2031,2031,S1,D1,1042251,Diesel_S1_2031,Diesel,2031,107675,102000,D4,HVO,0.108747953984,5383.75,1076.75,0.37102725888,6460.87102725888,0.8409748644117974,3.0,D1
LNG_S1_2031,2031,S1,D1,1042251,LNG_S1_2031,LNG,2031,126677,102000,D4,LNG,0.38470060965,6333.85,1266.77,0.14936445762,7600.769364457621,0.431790128177933,4.0,D1
LNG_S1_2031,2031,S1,D1,1042251,LNG_S1_2031,LNG,2031,126677,102000,D4,BioLNG,0.058423791259,6333.85,1266.77,0.160247478,7600.780247478001,0.8849148698195777,2.0,D1
BEV_S1_2031,2031,S1,D2,3310718,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,7835.460079688716,0.9098455484022425,1.0,D2
Diesel_S1_2031,2031,S1,D2,3310718,Diesel_S1_2031,Diesel,2031,107675,102000,D4,B20,0.6798821172799999,5383.75,1076.75,0.32217560408,6460.82217560408,0.09015445159775747,5.0,D2
Diesel_S1_2031,2031,S1,D2,3310718,Diesel_S1_2031,Diesel,2031,107675,102000,D4,HVO,0.108747953984,5383.75,1076.75,0.37102725888,6460.87102725888,0.8409748644117974,3.0,D2
LNG_S1_2031,2031,S1,D2,3310718,LNG_S1_2031,LNG,2031,126677,102000,D4,LNG,0.38470060965,6333.85,1266.77,0.14936445762,7600.769364457621,0.431790128177933,4.0,D2
LNG_S1_2031,2031,S1,D2,3310718,LNG_S1_2031,LNG,2031,126677,102000,D4,BioLNG,0.058423791259,6333.85,1266.77,0.160247478,7600.780247478001,0.8849148698195777,2.0,D2
BEV_S1_2031,2031,S1,D3,4061449,BEV_S1_2031,BEV,2031,130589,102000,D3,Electricity,0.0,6529.450000000001,1305.89,0.120079688715,7835.460079688716,0.9098455484022425,1.0,D3
Diesel_S1_2031,2031,S1,D3,4061449,Diesel_S1_2031,Diesel,2031,107675,102000,D4,B20,0.6798821172799999,5383.75,1076.75,0.32217560408,6460.82217560408,0.09015445159775747,5.0,D3
Diesel_S1_2031,2031,S1,D3,4061449,Diesel_S1_2031,Diesel,2031,107675,102000,D4,HVO,0.108747953984,5383.75,1076.75,0.37102725888,6460.87102725888,0.8409748644117974,3.0,D3
LNG_S1_2031,2031,S1,D3,4061449,LNG_S1_2031,LNG,2031,126677,102000,D4,LNG,0.38470060965,6333.85,1266.77,0.14936445762,7600.769364457621,0.431790128177933,4.0,D3
LNG_S1_2031,2031,S1,D3,4061449,LNG_S1_2031,LNG,2031,126677,102000,D4,BioLNG,0.058423791259,6333.85,1266.77,0.160247478,7600.780247478001,0.8849148698195777,2.0,D3
Diesel_S1_2031,2031,S1,D4,518651,Diesel_S1_2031,Diesel,2031,107675,102000,D4,B20,0.6798821172799999,5383.75,1076.75,0.32217560408,6460.82217560408,0.09324266825372178,4.0,D4
Diesel_S1_2031,2031,S1,D4,518651,Diesel_S1_2031,Diesel,2031,107675,102000,D4,HVO,0.108747953984,5383.75,1076.75,0.37102725888,6460.87102725888,0.9194841896206352,1.0,D4
