Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2035,2035,S1,D1,1106719,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,7835.4419741910615,0.9643246563311132,1.0,D1
Diesel_S1_2035,2035,S1,D1,1106719,Diesel_S1_2035,Diesel,2035,121189,102000,D4,B20,0.6798821172799999,6059.450000000001,1211.89,0.35046072336,7271.690460723361,0.07773765966718943,5.0,D1
Diesel_S1_2035,2035,S1,D1,1106719,Diesel_S1_2035,Diesel,2035,121189,102000,D4,HVO,0.108747953984,6059.450000000001,1211.89,0.35529124992,7271.695291249921,0.840720681643241,3.0,D1
LNG_S1_2035,2035,S1,D1,1106719,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.38470060965,7128.8,1425.76,0.14590427355,8554.70590427355,0.4314717626483247,4.0,D1
LNG_S1_2035,2035,S1,D1,1106719,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.058423791259,7128.8,1425.76,0.1565346149499999,8554.716534614949,0.8836363953028905,2.0,D1
BEV_S1_2035,2035,S1,D2,3746146,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,7835.4419741910615,0.9643246563311132,1.0,D2
Diesel_S1_2035,2035,S1,D2,3746146,Diesel_S1_2035,Diesel,2035,121189,102000,D4,B20,0.6798821172799999,6059.450000000001,1211.89,0.35046072336,7271.690460723361,0.07773765966718943,5.0,D2
Diesel_S1_2035,2035,S1,D2,3746146,Diesel_S1_2035,Diesel,2035,121189,102000,D4,HVO,0.108747953984,6059.450000000001,1211.89,0.35529124992,7271.695291249921,0.840720681643241,3.0,D2
LNG_S1_2035,2035,S1,D2,3746146,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.38470060965,7128.8,1425.76,0.14590427355,8554.70590427355,0.4314717626483247,4.0,D2
LNG_S1_2035,2035,S1,D2,3746146,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.058423791259,7128.8,1425.76,0.1565346149499999,8554.716534614949,0.8836363953028905,2.0,D2
BEV_S1_2035,2035,S1,D3,4476447,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,7835.4419741910615,0.9643246563311132,1.0,D3
Diesel_S1_2035,2035,S1,D3,4476447,Diesel_S1_2035,Diesel,2035,121189,102000,D4,B20,0.6798821172799999,6059.450000000001,1211.89,0.35046072336,7271.690460723361,0.07773765966718943,5.0,D3
Diesel_S1_2035,2035,S1,D3,4476447,Diesel_S1_2035,Diesel,2035,121189,102000,D4,HVO,0.108747953984,6059.450000000001,1211.89,0.35529124992,7271.695291249921,0.840720681643241,3.0,D3
LNG_S1_2035,2035,S1,D3,4476447,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.38470060965,7128.8,1425.76,0.14590427355,8554.70590427355,0.4314717626483247,4.0,D3
LNG_S1_2035,2035,S1,D3,4476447,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.058423791259,7128.8,1425.76,0.1565346149499999,8554.716534614949,0.8836363953028905,2.0,D3
BEV_S1_2035,2035,S1,D4,588196,BEV_S1_2035,BEV,2035,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.10197419106,7835.4419741910615,0.9643246563311132,1.0,D4
Diesel_S1_2035,2035,S1,D4,588196,Diesel_S1_2035,Diesel,2035,121189,102000,D4,B20,0.6798821172799999,6059.450000000001,1211.89,0.35046072336,7271.690460723361,0.07773765966718943,5.0,D4
Diesel_S1_2035,2035,S1,D4,588196,Diesel_S1_2035,Diesel,2035,121189,102000,D4,HVO,0.108747953984,6059.450000000001,1211.89,0.35529124992,7271.695291249921,0.840720681643241,3.0,D4
LNG_S1_2035,2035,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,LNG,0.38470060965,7128.8,1425.76,0.14590427355,8554.70590427355,0.4314717626483247,4.0,D4
LNG_S1_2035,2035,S1,D4,588196,LNG_S1_2035,LNG,2035,142576,102000,D4,BioLNG,0.058423791259,7128.8,1425.76,0.1565346149499999,8554.716534614949,0.8836363953028905,2.0,D4
BEV_S2_2035,2035,S2,D1,1350533,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.8893578926870667,1.0,D1
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.68243073016,7413.950000000001,1482.79,0.35177446392,8897.091774463921,0.11064210731293332,5.0,D1
Diesel_S2_2035,2035,S2,D1,1350533,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.109155607648,7413.950000000001,1482.79,0.35662309824,8897.096623098241,0.8415009756015617,3.0,D1
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.38726635773,9481.3,1896.26,0.14687737731,11377.70687737731,0.42685431427031867,4.0,D1
LNG_S2_2035,2035,S2,D1,1350533,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.058672804121,9481.3,1896.26,0.1572017940499999,11377.71720179405,0.858671018319283,2.0,D1
BEV_S2_2035,2035,S2,D2,1934621,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.8893578926870667,1.0,D2
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.68243073016,7413.950000000001,1482.79,0.35177446392,8897.091774463921,0.11064210731293332,5.0,D2
Diesel_S2_2035,2035,S2,D2,1934621,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.109155607648,7413.950000000001,1482.79,0.35662309824,8897.096623098241,0.8415009756015617,3.0,D2
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.38726635773,9481.3,1896.26,0.14687737731,11377.70687737731,0.42685431427031867,4.0,D2
LNG_S2_2035,2035,S2,D2,1934621,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.058672804121,9481.3,1896.26,0.1572017940499999,11377.71720179405,0.858671018319283,2.0,D2
BEV_S2_2035,2035,S2,D3,1053870,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.8893578926870667,1.0,D3
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.68243073016,7413.950000000001,1482.79,0.35177446392,8897.091774463921,0.11064210731293332,5.0,D3
Diesel_S2_2035,2035,S2,D3,1053870,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.109155607648,7413.950000000001,1482.79,0.35662309824,8897.096623098241,0.8415009756015617,3.0,D3
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.38726635773,9481.3,1896.26,0.14687737731,11377.70687737731,0.42685431427031867,4.0,D3
LNG_S2_2035,2035,S2,D3,1053870,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.058672804121,9481.3,1896.26,0.1572017940499999,11377.71720179405,0.858671018319283,2.0,D3
BEV_S2_2035,2035,S2,D4,176929,BEV_S2_2035,BEV,2035,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.1003801414,11396.9203801414,0.8893578926870667,1.0,D4
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,B20,0.68243073016,7413.950000000001,1482.79,0.35177446392,8897.091774463921,0.11064210731293332,5.0,D4
Diesel_S2_2035,2035,S2,D4,176929,Diesel_S2_2035,Diesel,2035,148279,106000,D4,HVO,0.109155607648,7413.950000000001,1482.79,0.35662309824,8897.096623098241,0.8415009756015617,3.0,D4
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,LNG,0.38726635773,9481.3,1896.26,0.14687737731,11377.70687737731,0.42685431427031867,4.0,D4
LNG_S2_2035,2035,S2,D4,176929,LNG_S2_2035,LNG,2035,189626,106000,D4,BioLNG,0.058672804121,9481.3,1896.26,0.1572017940499999,11377.71720179405,0.858671018319283,2.0,D4
BEV_S3_2035,2035,S3,D1,2908543,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,12951.040958749361,0.8896524270261577,1.0,D1
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.68313190356,8424.95,1684.99,0.35213589972,10110.292135899721,0.11034757297384244,5.0,D1
Diesel_S3_2035,2035,S3,D1,2908543,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.109267761168,8424.95,1684.99,0.35698951584,10110.29698951584,0.8414924232581702,3.0,D1
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.38273651955,10774.2,2154.84,0.14515935885,12929.18515935885,0.43393586389009686,4.0,D1
LNG_S3_2035,2035,S3,D1,2908543,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.058730705288,10774.2,2154.84,0.1573569283999999,12929.1973569284,0.8589181874736084,2.0,D1
BEV_S3_2035,2035,S3,D2,3247401,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,12951.040958749361,0.8896524270261577,1.0,D2
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,B20,0.68313190356,8424.95,1684.99,0.35213589972,10110.292135899721,0.11034757297384244,5.0,D2
Diesel_S3_2035,2035,S3,D2,3247401,Diesel_S3_2035,Diesel,2035,168499,73000,D4,HVO,0.109267761168,8424.95,1684.99,0.35698951584,10110.29698951584,0.8414924232581702,3.0,D2
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,LNG,0.38273651955,10774.2,2154.84,0.14515935885,12929.18515935885,0.43393586389009686,4.0,D2
LNG_S3_2035,2035,S3,D2,3247401,LNG_S3_2035,LNG,2035,215484,73000,D4,BioLNG,0.058730705288,10774.2,2154.84,0.1573569283999999,12929.1973569284,0.8589181874736084,2.0,D2
BEV_S3_2035,2035,S3,D3,1360337,BEV_S3_2035,BEV,2035,215849,73000,D4,Electricity,0.0,10792.45,2158.49,0.1009587493599999,12951.040958749361,0.8896524270261577,1.0,D3
