Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2028,2028,S1,D1,968137,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,8681.955738708672,0.827859195098177,3.0,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,5912.58246768016,0.1721408049018229,5.0,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,5912.663284218241,0.8440034390482531,2.0,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,6955.774687488828,0.4328940979505525,4.0,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,6955.784525293401,0.8875836946949431,1.0,D1
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,8681.955738708672,0.827859195098177,3.0,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,5912.58246768016,0.1721408049018229,5.0,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,5912.663284218241,0.8440034390482531,2.0,D2
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,6955.774687488828,0.4328940979505525,4.0,D2
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,6955.784525293401,0.8875836946949431,1.0,D2
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,5912.58246768016,0.09366925402857658,4.0,D3
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,5912.663284218241,0.9202452108463417,1.0,D3
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,6955.774687488828,0.45993206069847176,3.0,D3
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,6955.784525293401,0.9063307459714234,2.0,D3
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,5912.58246768016,0.09366925402857658,4.0,D4
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,5912.663284218241,0.9202452108463417,1.0,D4
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,6955.774687488828,0.45993206069847176,3.0,D4
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,6955.784525293401,0.9063307459714234,2.0,D4
BEV_S2_2028,2028,S2,D1,1142178,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,12628.21361685568,0.768632669471891,3.0,D1
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,7234.143601513521,0.23136733052810884,5.0,D1
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,7234.224721001281,0.8479985572073016,2.0,D1
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,9251.133088123719,0.44898250110667837,4.0,D1
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,9251.14730048247,0.8670974919729106,1.0,D1
BEV_S2_2028,2028,S2,D2,1546703,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,12628.21361685568,0.768632669471891,3.0,D2
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,7234.143601513521,0.23136733052810884,5.0,D2
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,7234.224721001281,0.8479985572073016,2.0,D2
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,9251.133088123719,0.44898250110667837,4.0,D2
