Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2024,2024,S1,D1,877242,BEV_S1_2024,BEV,2024,177650,102000,D1,Electricity,0.0,8882.5,1776.5,0.164420825859,188309.16442082587,0.7099516152578044,3.0,D1
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.2900483847421957,5.0,D1
Diesel_S1_2024,2024,S1,D1,877242,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.8538026882680703,2.0,D1
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204497,0.4604866676282267,4.0,D1
LNG_S1_2024,2024,S1,D1,877242,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285213,0.8934420543350551,1.0,D1
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.09528050073803696,4.0,D2
Diesel_S1_2024,2024,S1,D2,2716195,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D2
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204497,0.4305531203873842,3.0,D2
LNG_S1_2024,2024,S1,D2,2716195,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285213,0.9047194992619632,2.0,D2
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.09528050073803696,4.0,D3
Diesel_S1_2024,2024,S1,D3,3336604,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D3
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204497,0.4305531203873842,3.0,D3
LNG_S1_2024,2024,S1,D3,3336604,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285213,0.9047194992619632,2.0,D3
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,B20,0.6798821172799999,4377.5,875.5,0.2780563487999999,92803.2780563488,0.09528050073803696,4.0,D4
Diesel_S1_2024,2024,S1,D4,419981,Diesel_S1_2024,Diesel,2024,87550,102000,D4,HVO,0.108747953984,4377.5,875.5,0.4002601961599999,92803.40026019615,0.925539057651176,1.0,D4
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,LNG,0.41148184833,5150.0,1030.0,0.16645204497,109180.16645204497,0.4305531203873842,3.0,D4
LNG_S1_2024,2024,S1,D4,419981,LNG_S1_2024,LNG,2024,103000,102000,D4,BioLNG,0.062502606801,5150.0,1030.0,0.17861285214,109180.17861285213,0.9047194992619632,2.0,D4
BEV_S2_2024,2024,S2,D1,1043209,BEV_S2_2024,BEV,2024,258400,106000,D1,Electricity,0.0,12920.0,2584.0,0.1651125384,273904.1651125384,0.6661502017853087,3.0,D1
Diesel_S2_2024,2024,S2,D1,1043209,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.3338497982146913,5.0,D1
Diesel_S2_2024,2024,S2,D1,1043209,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.8594621715229214,2.0,D1
LNG_S2_2024,2024,S2,D1,1043209,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.4811984892321609,4.0,D1
LNG_S2_2024,2024,S2,D1,1043209,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8797921198919502,1.0,D1
Diesel_S2_2024,2024,S2,D2,1391987,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.13659123850653865,4.0,D2
Diesel_S2_2024,2024,S2,D2,1391987,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D2
LNG_S2_2024,2024,S2,D2,1391987,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.42929482235556554,3.0,D2
LNG_S2_2024,2024,S2,D2,1391987,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D2
Diesel_S2_2024,2024,S2,D3,807076,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.13659123850653865,4.0,D3
Diesel_S2_2024,2024,S2,D3,807076,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D3
LNG_S2_2024,2024,S2,D3,807076,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.42929482235556554,3.0,D3
LNG_S2_2024,2024,S2,D3,807076,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D3
Diesel_S2_2024,2024,S2,D4,133712,Diesel_S2_2024,Diesel,2024,107120,106000,D4,B20,0.68243073016,5356.0,1071.2,0.2790986735999999,113547.4790986736,0.13659123850653865,4.0,D4
Diesel_S2_2024,2024,S2,D4,133712,Diesel_S2_2024,Diesel,2024,107120,106000,D4,HVO,0.109155607648,5356.0,1071.2,0.40176061552,113547.60176061552,0.926870865571369,1.0,D4
LNG_S2_2024,2024,S2,D4,133712,LNG_S2_2024,LNG,2024,136990,106000,D4,LNG,0.41081554941,6849.5,1369.9,0.16618251469,145209.56618251468,0.42929482235556554,3.0,D4
LNG_S2_2024,2024,S2,D4,133712,LNG_S2_2024,LNG,2024,136990,106000,D4,BioLNG,0.063269324215,6849.5,1369.9,0.1808038901,145209.5808038901,0.8634087614934614,2.0,D4
BEV_S3_2024,2024,S3,D1,2239440,BEV_S3_2024,BEV,2024,293636,73000,D1,Electricity,0.0,14681.8,2936.36,0.165334026339,311254.32533402636,0.6663757238668939,3.0,D1
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.3336242761331062,5.0,D1
Diesel_S3_2024,2024,S3,D1,2239440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.8594300384752813,2.0,D1
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.48260219315257896,4.0,D1
LNG_S3_2024,2024,S3,D1,2239440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8807626786125236,1.0,D1
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.13627917231894282,4.0,D2
Diesel_S3_2024,2024,S3,D2,2453497,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D2
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D2
LNG_S3_2024,2024,S3,D2,2453497,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D2
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.13627917231894282,4.0,D3
Diesel_S3_2024,2024,S3,D3,1029375,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D3
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D3
LNG_S3_2024,2024,S3,D3,1029375,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D3
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,B20,0.68313190356,6086.35,1217.27,0.2793854376,129030.8993854376,0.13627917231894282,4.0,D4
Diesel_S3_2024,2024,S3,D4,208440,Diesel_S3_2024,Diesel,2024,121727,73000,D4,HVO,0.109267761168,6086.35,1217.27,0.40217341032,129031.02217341033,0.9253786882034464,1.0,D4
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,LNG,0.40978129437,7783.5,1556.7,0.16576413933,165010.36576413934,0.4309131428064169,3.0,D4
LNG_S3_2024,2024,S3,D4,208440,LNG_S3_2024,LNG,2024,155670,73000,D4,BioLNG,0.062322848276,7783.5,1556.7,0.17809915864,165010.37809915864,0.8637208276810572,2.0,D4
BEV_S4_2024,2024,S4,D1,15200,BEV_S4_2024,BEV,2024,375854,118000,D1,Electricity,0.0,18792.7,3758.54,0.165823951032,398405.405823951,0.6643377692176973,3.0,D1
Diesel_S4_2024,2024,S4,D1,15200,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.3356622307823028,5.0,D1
Diesel_S4_2024,2024,S4,D1,15200,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.8597215727250893,2.0,D1
LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.46908829988610984,4.0,D1
LNG_S4_2024,2024,S4,D1,15200,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8787949261641821,1.0,D1
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.13769700939532842,4.0,D2
Diesel_S4_2024,2024,S4,D2,780979,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.9279744797490209,1.0,D2
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.40988358886925297,3.0,D2
LNG_S4_2024,2024,S4,D2,780979,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8623029906046715,2.0,D2
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.13769700939532842,4.0,D3
Diesel_S4_2024,2024,S4,D3,122186,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.9279744797490209,1.0,D3
LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.40988358886925297,3.0,D3
LNG_S4_2024,2024,S4,D3,122186,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8623029906046715,2.0,D3
Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,2024,155810,118000,D4,B20,0.67016019566,7790.5,1558.1,0.2740803035999999,165158.8740803036,0.13769700939532842,4.0,D4
Diesel_S4_2024,2024,S4,D4,1893,Diesel_S4_2024,Diesel,2024,155810,118000,D4,HVO,0.107192921048,7790.5,1558.1,0.3945367065199999,165158.9945367065,0.9279744797490209,1.0,D4
LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,2024,199258,118000,D4,LNG,0.41587494606,9962.9,1992.58,0.16822913454,211213.64822913453,0.40988358886925297,3.0,D4
LNG_S4_2024,2024,S4,D4,1893,LNG_S4_2024,LNG,2024,199258,118000,D4,BioLNG,0.062854176632,9962.9,1992.58,0.17961752848,211213.6596175285,0.8623029906046715,2.0,D4
