Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2038,2038,S1,D1,1254358,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,7835.43020974135,1.0,1.0,D1
Diesel_S1_2038,2038,S1,D1,1254358,Diesel_S1_2038,Diesel,2038,132427,102000,D4,B20,0.6798821172799999,6621.35,1324.27,0.37329087128,7945.993290871281,0.07889955897496885,5.0,D1
Diesel_S1_2038,2038,S1,D1,1254358,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8406232877533312,3.0,D1
LNG_S1_2038,2038,S1,D1,1254358,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.4309349308906855,4.0,D1
LNG_S1_2038,2038,S1,D1,1254358,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8786899918944251,2.0,D1
BEV_S1_2038,2038,S1,D2,3994169,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,7835.43020974135,1.0,1.0,D2
Diesel_S1_2038,2038,S1,D2,3994169,Diesel_S1_2038,Diesel,2038,132427,102000,D4,B20,0.6798821172799999,6621.35,1324.27,0.37329087128,7945.993290871281,0.07889955897496885,5.0,D2
Diesel_S1_2038,2038,S1,D2,3994169,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8406232877533312,3.0,D2
LNG_S1_2038,2038,S1,D2,3994169,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.4309349308906855,4.0,D2
LNG_S1_2038,2038,S1,D2,3994169,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8786899918944251,2.0,D2
BEV_S1_2038,2038,S1,D3,4847871,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,7835.43020974135,1.0,1.0,D3
Diesel_S1_2038,2038,S1,D3,4847871,Diesel_S1_2038,Diesel,2038,132427,102000,D4,B20,0.6798821172799999,6621.35,1324.27,0.37329087128,7945.993290871281,0.07889955897496885,5.0,D3
Diesel_S1_2038,2038,S1,D3,4847871,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8406232877533312,3.0,D3
LNG_S1_2038,2038,S1,D3,4847871,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.4309349308906855,4.0,D3
LNG_S1_2038,2038,S1,D3,4847871,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8786899918944251,2.0,D3
BEV_S1_2038,2038,S1,D4,642216,BEV_S1_2038,BEV,2038,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.0902097413489999,7835.43020974135,1.0,1.0,D4
Diesel_S1_2038,2038,S1,D4,642216,Diesel_S1_2038,Diesel,2038,132427,102000,D4,B20,0.6798821172799999,6621.35,1324.27,0.37329087128,7945.993290871281,0.07889955897496885,5.0,D4
Diesel_S1_2038,2038,S1,D4,642216,Diesel_S1_2038,Diesel,2038,132427,102000,D4,HVO,0.108747953984,6621.35,1324.27,0.34392858472,7945.963928584721,0.8406232877533312,3.0,D4
LNG_S1_2038,2038,S1,D4,642216,LNG_S1_2038,LNG,2038,155796,102000,D4,LNG,0.38470060965,7789.8,1557.96,0.143361822765,9347.903361822766,0.4309349308906855,4.0,D4
LNG_S1_2038,2038,S1,D4,642216,LNG_S1_2038,LNG,2038,155796,102000,D4,BioLNG,0.058423791259,7789.8,1557.96,0.153807628966,9347.913807628966,0.8786899918944251,2.0,D4
BEV_S2_2038,2038,S2,D1,1410693,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.9278975133840403,1.0,D1
Diesel_S2_2038,2038,S2,D1,1410693,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.68243073016,8101.400000000001,1620.28,0.3746901931599999,9722.054690193161,0.1118247890916876,5.0,D1
Diesel_S2_2038,2038,S2,D1,1410693,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8415356580367932,3.0,D1
LNG_S2_2038,2038,S2,D1,1410693,LNG_S2_2038,LNG,2038,207209,106000,D4,LNG,0.38726635773,10360.45,2072.09,0.1443179697329999,12432.684317969733,0.42663196877816656,4.0,D1
LNG_S2_2038,2038,S2,D1,1410693,LNG_S2_2038,LNG,2038,207209,106000,D4,BioLNG,0.058672804121,10360.45,2072.09,0.154463185154,12432.694463185155,0.857044210645294,2.0,D1
BEV_S2_2038,2038,S2,D2,2151804,BEV_S2_2038,BEV,2038,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.08879959231,11396.90879959231,0.9278975133840403,1.0,D2
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,B20,0.68243073016,8101.400000000001,1620.28,0.3746901931599999,9722.054690193161,0.1118247890916876,5.0,D2
Diesel_S2_2038,2038,S2,D2,2151804,Diesel_S2_2038,Diesel,2038,162028,106000,D4,HVO,0.109155607648,8101.400000000001,1620.28,0.34521783884,9722.02521783884,0.8415356580367932,3.0,D2
