Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2032,2032,S1,D1,1069740,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,7835.455272681259,0.9231878503907942,1.0,D1
Diesel_S1_2032,2032,S1,D1,1069740,Diesel_S1_2032,Diesel,2032,110905,102000,D4,B20,0.6798821172799999,5545.25,1109.05,0.32902442544,6654.629024425441,0.07681214960920581,5.0,D1
Diesel_S1_2032,2032,S1,D1,1069740,Diesel_S1_2032,Diesel,2032,110905,102000,D4,HVO,0.108747953984,5545.25,1109.05,0.367028582,6654.667028582,0.8407035395076834,3.0,D1
LNG_S1_2032,2032,S1,D1,1069740,LNG_S1_2032,LNG,2032,130477,102000,D4,LNG,0.38470060965,6523.85,1304.77,0.14849175222,7828.768491752221,0.43156943837594575,4.0,D1
LNG_S1_2032,2032,S1,D1,1069740,LNG_S1_2032,LNG,2032,130477,102000,D4,BioLNG,0.058423791259,6523.85,1304.77,0.15931192914,7828.779311929141,0.8845645553889372,2.0,D1
BEV_S1_2032,2032,S1,D2,3430934,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,7835.455272681259,0.9231878503907942,1.0,D2
Diesel_S1_2032,2032,S1,D2,3430934,Diesel_S1_2032,Diesel,2032,110905,102000,D4,B20,0.6798821172799999,5545.25,1109.05,0.32902442544,6654.629024425441,0.07681214960920581,5.0,D2
Diesel_S1_2032,2032,S1,D2,3430934,Diesel_S1_2032,Diesel,2032,110905,102000,D4,HVO,0.108747953984,5545.25,1109.05,0.367028582,6654.667028582,0.8407035395076834,3.0,D2
LNG_S1_2032,2032,S1,D2,3430934,LNG_S1_2032,LNG,2032,130477,102000,D4,LNG,0.38470060965,6523.85,1304.77,0.14849175222,7828.768491752221,0.43156943837594575,4.0,D2
LNG_S1_2032,2032,S1,D2,3430934,LNG_S1_2032,LNG,2032,130477,102000,D4,BioLNG,0.058423791259,6523.85,1304.77,0.15931192914,7828.779311929141,0.8845645553889372,2.0,D2
BEV_S1_2032,2032,S1,D3,4237026,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,7835.455272681259,0.9231878503907942,1.0,D3
Diesel_S1_2032,2032,S1,D3,4237026,Diesel_S1_2032,Diesel,2032,110905,102000,D4,B20,0.6798821172799999,5545.25,1109.05,0.32902442544,6654.629024425441,0.07681214960920581,5.0,D3
Diesel_S1_2032,2032,S1,D3,4237026,Diesel_S1_2032,Diesel,2032,110905,102000,D4,HVO,0.108747953984,5545.25,1109.05,0.367028582,6654.667028582,0.8407035395076834,3.0,D3
LNG_S1_2032,2032,S1,D3,4237026,LNG_S1_2032,LNG,2032,130477,102000,D4,LNG,0.38470060965,6523.85,1304.77,0.14849175222,7828.768491752221,0.43156943837594575,4.0,D3
LNG_S1_2032,2032,S1,D3,4237026,LNG_S1_2032,LNG,2032,130477,102000,D4,BioLNG,0.058423791259,6523.85,1304.77,0.15931192914,7828.779311929141,0.8845645553889372,2.0,D3
BEV_S1_2032,2032,S1,D4,542921,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.0,6529.450000000001,1305.89,0.115272681258,7835.455272681259,0.9231878503907942,1.0,D4
Diesel_S1_2032,2032,S1,D4,542921,Diesel_S1_2032,Diesel,2032,110905,102000,D4,B20,0.6798821172799999,5545.25,1109.05,0.32902442544,6654.629024425441,0.07681214960920581,5.0,D4
Diesel_S1_2032,2032,S1,D4,542921,Diesel_S1_2032,Diesel,2032,110905,102000,D4,HVO,0.108747953984,5545.25,1109.05,0.367028582,6654.667028582,0.8407035395076834,3.0,D4
LNG_S1_2032,2032,S1,D4,542921,LNG_S1_2032,LNG,2032,130477,102000,D4,LNG,0.38470060965,6523.85,1304.77,0.14849175222,7828.768491752221,0.43156943837594575,4.0,D4
LNG_S1_2032,2032,S1,D4,542921,LNG_S1_2032,LNG,2032,130477,102000,D4,BioLNG,0.058423791259,6523.85,1304.77,0.15931192914,7828.779311929141,0.8845645553889372,2.0,D4
BEV_S2_2032,2032,S2,D1,1257890,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.11347075102,11396.933470751019,0.8524717465737044,2.0,D1
Diesel_S2_2032,2032,S2,D1,1257890,Diesel_S2_2032,Diesel,2032,135696,106000,D4,B20,0.68243073016,6784.8,1356.96,0.33025780968,8142.09025780968,0.14752825342629566,5.0,D1
Diesel_S2_2032,2032,S2,D1,1257890,Diesel_S2_2032,Diesel,2032,135696,106000,D4,HVO,0.109155607648,6784.8,1356.96,0.368404429,8142.1284044290005,0.8428215082096773,3.0,D1
LNG_S2_2032,2032,S2,D1,1257890,LNG_S2_2032,LNG,2032,173534,106000,D4,LNG,0.38726635773,8676.7,1735.34,0.1494821130839999,10412.189482113085,0.4288782492022054,4.0,D1
LNG_S2_2032,2032,S2,D1,1257890,LNG_S2_2032,LNG,2032,173534,106000,D4,BioLNG,0.058672804121,8676.7,1735.34,0.15999094566,10412.19999094566,0.8606848035869245,1.0,D1
BEV_S2_2032,2032,S2,D2,1759215,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.0,9497.35,1899.47,0.11347075102,11396.933470751019,0.8524717465737044,2.0,D2
