Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2028,2028,S1,D1,968137,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8278469612370857,3.0,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.1721530387629143,5.0,D1
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8440043009666489,2.0,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748883,0.4328941981448281,4.0,D1
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.8875768853305953,1.0,D1
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.0,7234.85,1446.97,0.135738708672,153378.95573870867,0.8278469612370857,3.0,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.1721530387629143,5.0,D2
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.8440043009666489,2.0,D2
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748883,0.4328941981448281,4.0,D2
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.8875768853305953,1.0,D2
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.09368285962815702,4.0,D3
Diesel_S1_2028,2028,S1,D3,3731269,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.9202454247535166,1.0,D3
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748883,0.4599305518045265,3.0,D3
LNG_S1_2028,2028,S1,D3,3731269,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.906317140371843,2.0,D3
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.6798821172799999,4926.900000000001,985.38,0.30246768016,104450.58246768016,0.09368285962815702,4.0,D4
Diesel_S1_2028,2028,S1,D4,469168,Diesel_S1_2028,Diesel,2028,98538,102000,D4,HVO,0.108747953984,4926.900000000001,985.38,0.38328421824,104450.66328421824,0.9202454247535166,1.0,D4
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.39146801883,5796.35,1159.27,0.154687488827,122882.77468748883,0.4599305518045265,3.0,D4
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,BioLNG,0.05893808986,5796.35,1159.27,0.1645252934,122882.7845252934,0.906317140371843,2.0,D4
BEV_S2_2028,2028,S2,D1,1142178,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,223096.21361685568,0.7686236706516044,3.0,D1
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.2313763293483956,5.0,D1
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.8479995075312294,2.0,D1
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.44898268656285334,4.0,D1
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8670915729823644,1.0,D1
BEV_S2_2028,2028,S2,D2,1546703,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.0,10523.4,2104.68,0.1336168556799999,223096.21361685568,0.7686236706516044,3.0,D2
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.2313763293483956,5.0,D2
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.8479995075312294,2.0,D2
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.44898268656285334,4.0,D2
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8670915729823644,1.0,D2
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.13421911673667788,4.0,D3
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.9219376094758776,1.0,D3
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.46354547357915915,3.0,D3
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8657808832633221,2.0,D3
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.68243073016,6028.200000000001,1205.64,0.30360151352,127798.14360151353,0.13421911673667788,4.0,D4
Diesel_S2_2028,2028,S2,D4,148036,Diesel_S2_2028,Diesel,2028,120564,106000,D4,HVO,0.109155607648,6028.200000000001,1205.64,0.38472100128,127798.22472100129,0.9219376094758776,1.0,D4
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.38742050151,7709.150000000001,1541.83,0.153088123719,163434.13308812372,0.46354547357915915,3.0,D4
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,BioLNG,0.059932249113,7709.150000000001,1541.83,0.16730048247,163434.14730048247,0.8657808832633221,2.0,D4
BEV_S3_2028,2028,S3,D1,2448472,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.0,11958.4,2391.68,0.134387045632,253518.21438704562,0.7685345218891813,3.0,D1
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.23146547811081872,5.0,D1
Diesel_S3_2028,2028,S3,D1,2448472,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.8480068640163446,2.0,D1
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4476915146667062,4.0,D1
LNG_S3_2028,2028,S3,D1,2448472,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8680228313586462,1.0,D1
BEV_S3_2028,2028,S3,D2,2667924,BEV_S3_2028,BEV,2028,239168,73000,D2,Electricity,0.0,11958.4,2391.68,0.134387045632,253518.21438704562,0.7685345218891813,3.0,D2
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.23146547811081872,5.0,D2
Diesel_S3_2028,2028,S3,D2,2667924,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.8480068640163446,2.0,D2
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4476915146667062,4.0,D2
LNG_S3_2028,2028,S3,D2,2667924,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8680228313586462,1.0,D2
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.13407702500325222,4.0,D3
Diesel_S3_2028,2028,S3,D3,1155329,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.9203749564839405,1.0,D3
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4612631809308768,3.0,D3
LNG_S3_2028,2028,S3,D3,1155329,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8659229749967478,2.0,D3
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,B20,0.68313190356,6850.25,1370.05,0.30391345332,145225.60391345332,0.13407702500325222,4.0,D4
Diesel_S3_2028,2028,S3,D4,233462,Diesel_S3_2028,Diesel,2028,137005,73000,D4,HVO,0.109267761168,6850.25,1370.05,0.38511628848,145225.68511628849,0.9203749564839405,1.0,D4
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,LNG,0.38881028172,8760.4,1752.08,0.153637291468,185720.63363729147,0.4612631809308768,3.0,D4
LNG_S3_2028,2028,S3,D4,233462,LNG_S3_2028,LNG,2028,175208,73000,D4,BioLNG,0.058921438544,8760.4,1752.08,0.16447881136,185720.64447881136,0.8659229749967478,2.0,D4
BEV_S4_2028,2028,S4,D1,16863,BEV_S4_2028,BEV,2028,306135,118000,D2,Electricity,0.0,15306.75,3061.35,0.1339073576959999,324503.2339073577,0.767297809900863,3.0,D1
